FYEAR,CO,AB,DIS,FACID,DEV,PROID,SCC,SIC,EIC,POL,EMS
2012,1,SF,BA,0,0,78073411000000,78073411000000,78073411000000,78073411000000,7664417,0.430216894
2012,1,SF,BA,0,0,78076412100000,78076412100000,78076412100000,78076412100000,42101,1.424192885250701871
2012,1,SF,BA,0,0,78076412100000,78076412100000,78076412100000,78076412100000,7664417,0.057753269
2012,2,GBV,GBU,0,0,74676412107013,74676412107013,74676412107013,74676412107013,7664417,0.000385715
2012,2,GBV,GBU,0,0,74676412107016,74676412107016,74676412107016,74676412107016,42101,3.118037470613759304
2012,2,GBV,GBU,0,0,74676412107016,74676412107016,74676412107016,74676412107016,7664417,0.029292722
2012,2,GBV,GBU,0,0,74676412107017,74676412107017,74676412107017,74676412107017,42101,0.000970846807972629744
2012,2,GBV,GBU,0,0,74676412107017,74676412107017,74676412107017,74676412107017,7664417,0.00000857
2012,2,GBV,GBU,0,0,74676412107018,74676412107018,74676412107018,74676412107018,42101,2.80803236469416856
2012,2,GBV,GBU,0,0,74676412107018,74676412107018,74676412107018,74676412107018,7664417,0.036323011
2012,2,GBV,GBU,0,0,74676412107019,74676412107019,74676412107019,74676412107019,42101,1.1929925024684399304
2012,2,GBV,GBU,0,0,74676412107019,74676412107019,74676412107019,74676412107019,7664417,0.011570616
2012,2,GBV,GBU,0,0,74676412107020,74676412107020,74676412107020,74676412107020,42101,0.000000249974210858299824
2012,2,GBV,GBU,0,0,74676412107021,74676412107021,74676412107021,74676412107021,42101,0.0000001697693751205494744
2012,2,GBV,GBU,0,0,74676412107024,74676412107024,74676412107024,74676412107024,42101,0.0000000697654966364781984
2012,2,GBV,GBU,0,0,74676412107025,74676412107025,74676412107025,74676412107025,42101,0.2127976615554769824
2012,2,GBV,GBU,0,0,74676412107025,74676412107025,74676412107025,74676412107025,7664417,0.001919241
2012,2,GBV,GBU,0,0,74676412107026,74676412107026,74676412107026,74676412107026,42101,0.0000001053621724661887368
2012,2,GBV,GBU,0,0,74676412107027,74676412107027,74676412107027,74676412107027,42101,0.002040018350319439308
2012,2,GBV,GBU,0,0,74676412107027,74676412107027,74676412107027,74676412107027,7664417,0.000022168
2012,2,GBV,GBU,0,0,74676412107028,74676412107028,74676412107028,74676412107028,42101,0.0005092555826802283632
2012,2,GBV,GBU,0,0,74676412107028,74676412107028,74676412107028,74676412107028,7664417,0.000238161
2012,2,GBV,GBU,0,0,74676412107029,74676412107029,74676412107029,74676412107029,42101,1.40927270918245344
2012,2,GBV,GBU,0,0,74676412107029,74676412107029,74676412107029,74676412107029,7664417,0.008679173
2012,2,GBV,GBU,0,0,74676412107030,74676412107030,74676412107030,74676412107030,42101,0.002420020130290827168
2012,2,GBV,GBU,0,0,74676412107030,74676412107030,74676412107030,74676412107030,7664417,0.000016528
2012,2,GBV,GBU,0,0,74676412107031,74676412107031,74676412107031,74676412107031,42101,0.000755359835530274052
2012,2,GBV,GBU,0,0,74676412107031,74676412107031,74676412107031,74676412107031,7664417,0.000021755
2012,2,GBV,GBU,0,0,74676412107032,74676412107032,74676412107032,74676412107032,42101,0.000000000669252461206770168
2012,2,GBV,GBU,0,0,74676512107013,74676512107013,74676512107013,74676512107013,42101,0.012869466181090834536
2012,2,GBV,GBU,0,0,74676512107016,74676512107016,74676512107016,74676512107016,42101,0.1852923340711336296
2012,2,GBV,GBU,0,0,74676512107017,74676512107017,74676512107017,74676512107017,42101,0.0000500435820744008448
