#GRID CA_State4k -684000. -564000. 4000. 4000. 321 291 1 LAMBERT METERS 30. 60. -120.5 -120.5 37.
327;06060;237;44;0.00000000
327;06060;238;44;0.00211116
327;06060;235;45;0.00000000
327;06060;236;45;0.00000000
327;06060;237;45;0.00176731
327;06060;238;45;0.00545544
327;06060;234;46;0.00000000
327;06060;235;46;0.00015620
327;06060;236;46;0.00719011
327;06060;237;46;0.01246753
327;06060;238;46;0.00089393
327;06060;232;47;0.00000000
327;06060;233;47;0.00000000
327;06060;234;47;0.00029161
327;06060;235;47;0.00221008
327;06060;236;47;0.01593891
327;06060;237;47;0.00085042
327;06060;238;47;0.00000000
327;06060;232;48;0.00000000
327;06060;233;48;0.00077075
327;06060;234;48;0.00257025
327;06060;235;48;0.00196072
327;06060;236;48;0.01073449
327;06060;237;48;0.00068312
327;06060;238;48;0.00065834
327;06060;229;49;0.00000000
327;06060;230;49;0.00000000
327;06060;231;49;0.00000000
327;06060;232;49;0.00117645
327;06060;233;49;0.00100329
327;06060;234;49;0.00154137
327;06060;235;49;0.00378618
327;06060;236;49;0.01942798
327;06060;237;49;0.00248460
327;06060;238;49;0.00006467
327;06060;239;49;0.00022450
327;06060;240;49;0.00000000
327;06060;228;50;0.00000000
327;06060;229;50;0.00000000
327;06060;230;50;0.00378133
327;06060;231;50;0.00520090
327;06060;232;50;0.00145045
327;06060;233;50;0.00126169
327;06060;234;50;0.00219047
327;06060;235;50;0.01307922
327;06060;236;50;0.01699683
327;06060;237;50;0.00309397
327;06060;238;50;0.00046409
327;06060;239;50;0.00006794
327;06060;240;50;0.00029645
327;06060;241;50;0.00015436
327;06060;226;51;0.00000000
327;06060;227;51;0.00000000
327;06060;228;51;0.00098511
327;06060;229;51;0.00438837
327;06060;230;51;0.01141177
327;06060;231;51;0.00797235
327;06060;232;51;0.00859926
327;06060;233;51;0.00170824
327;06060;234;51;0.01278786
327;06060;235;51;0.01677456
327;06060;236;51;0.00682471
327;06060;237;51;0.00347836
327;06060;238;51;0.00156977
327;06060;239;51;0.00000000
327;06060;242;51;0.00001796
327;06060;226;52;0.00000000
