      1399     60363   -279657     19399     60365   -279736        79      3263  183.92007   14.96465   77.79306   61.27273   10.09667    2.52963    2.45995    1.14764    1.58953    1.41408    4.67552    1.63512    1.70524    3.03335    1.10000    1.12424    1.40481    7.38189    3.03239    6.36034    4.94716    1.59714    2.07084    1.06398    1.52293    1.18493
      1501     60829   -277951     19501     60851   -277624       330      2142    3.09710    1.21853    1.91710    1.73342    1.16522    1.08109    1.08031    1.04538    1.07063    1.06787    1.10413    1.07033    1.07111    1.08587    1.06438    1.06465    1.06777    1.13504    1.08668    1.12368    1.08763    1.07072    1.07517    1.06398    1.06908    1.06532
      1551     61210   -276538     19551     61213   -276675       136      3076   12.04285    1.89859    5.67087    4.67897    1.60708    1.15275    1.14857    1.05044    1.09631    1.08500    1.28082    1.09827    1.10248    1.18222    1.06614    1.06759    1.08444    1.44408    1.18294    1.38275    1.27857    1.09676    1.12443    1.06398    1.09153    1.07124
      1593     62526   -278425     19593     62896   -278415       370      1351  297.93144   23.63176  125.63390   98.81308   15.72807    3.44295    3.32984    1.21211    1.91670    1.63238    6.92733    1.99123    2.10507    4.26126    1.12247    1.16182    1.61733   11.32061    4.25919    9.66212    7.38065    1.92905    2.69862    1.06398    1.80909    1.26034
      1602     63115   -277309     19602     62809   -277305       305      3746  242.41150   19.41115  102.33692   80.53211   12.98576    2.99819    2.90623    1.18071    1.75738    1.52608    5.83077    1.81782    1.91036    3.66331    1.11153    1.14352    1.51384    9.40258    3.66178    8.05426    6.19562    1.76742    2.39291    1.06398    1.66974    1.22362
      1610     57565   -268244     19610     56823   -267441      1158      3246  356.36031   28.07351  150.15151  118.05186   18.61407    3.91102    3.77564    1.24515    2.08437    1.74425    8.08134    2.17374    2.30997    4.89055    1.13398    1.18107    1.72624   13.33914    4.88790   11.35423    8.62777    2.09915    3.02035    1.06398    1.95575    1.29899
      1634     60760   -267294     19634     60953   -267250       197      2538    3.00326    1.21140    1.87773    1.70252    1.16059    1.08034    1.07960    1.04533    1.07037    1.06769    1.10228    1.07003    1.07078    1.08486    1.06436    1.06462    1.06759    1.13180    1.08567    1.12096    1.08563    1.07045    1.07465    1.06398    1.06884    1.06526
      1642     74904   -280201     19642     75023   -280303       156      3289  281.41621   22.37628  118.70387   93.37513   14.91233    3.31065    3.20383    1.20277    1.86931    1.60076    6.60114    1.93965    2.04715    4.08339    1.11921    1.15637    1.58654   10.75006    4.08148    9.18384    7.02814    1.88097    2.60768    1.06398    1.76764    1.24942
      1644     74909   -279259     19644     74817   -279081       213      3076   64.59130    5.89331   27.72097   21.98152    4.20263    1.57371    1.54950    1.08016    1.24710    1.18561    2.31869    1.26240    1.28676    1.74817    1.07649    1.08491    1.18239    3.25946    1.74837    2.90456    2.40018    1.24974    1.41378    1.06398    1.22343    1.10600
      1673     70395   -281861     19673     70287   -281930       131      3159  348.50932   27.47668  146.85712  115.46678   18.22628    3.84812    3.71573    1.24071    2.06184    1.72922    7.92628    2.14921    2.28244    4.80599    1.13243    1.17849    1.71160   13.06791    4.80342   11.12686    8.46020    2.07630    2.97712    1.06398    1.93604    1.29379
      1685     66100   -278431     19685     65665   -278400       438      3036 1829.49981  140.06117  768.30235  603.11029   91.37732   15.71208   15.01537    2.07821    6.31174    4.56482   37.17692    6.77505    7.47615   20.75639    1.42422    1.66658    4.47213   64.23135   20.73935   54.01654   40.07083    6.38782   11.13190    1.06398    5.65323    2.27340
      1689     66539   -278480     19689     66492   -278480        47      3548  517.60273   40.33111  217.81118  171.14391   26.57836    5.20270    5.00588    1.33633    2.54708    2.05298   11.26599    2.67737    2.87544    6.62714    1.16575    1.23421    2.02679   18.90954    6.62292   16.02383   12.06937    2.56857    3.90820    1.06398    2.36045    1.40564
      1727     65820   -279676     19727     65841   -279852       180      2142   34.37594    3.59634   15.04216   12.03256    2.71019    1.33166    1.31896    1.06307    1.16039    1.12776    1.72191    1.16803    1.18080    1.42275    1.07054    1.07495    1.12607    2.21562    1.42325    2.02952    1.75525    1.16178    1.24740    1.06398    1.14759    1.08601
      1798     66339   -280404     19798     66321   -280435        35      2142   54.08161    5.09436   23.31095   18.52101    3.68352    1.48952    1.46931    1.07421    1.21694    1.16549    2.11111    1.22958    1.24990    1.63498    1.07442    1.08145    1.16280    2.89639    1.63529    2.60020    2.17585    1.21915    1.35591    1.06398    1.19705    1.09904
      1841     67684   -279078     19841     67604   -278988       120      3220 1883.29941  144.15100  790.87745  620.82480   94.03466   16.14306   15.42585    2.10863    6.46613    4.66783   38.23950    6.94310    7.66483   21.33582    1.43482    1.68431    4.57241   66.08995   21.31825   55.57459   41.21915    6.54445   11.42814    1.06398    5.78826    2.30898
      1849     67740   -278481     19849     67531   -278480       208      3560 1084.34402   83.41463  455.62410  357.75396   54.57160    9.74277    9.32999    1.65683    4.17342    3.13810   22.45955    4.44758    4.86295   12.73100    1.27741    1.42100    3.08318   38.48863   12.72124   32.43673   24.16604    4.21849    7.02885    1.06398    3.78294    1.78051
      1881     66565   -277289     19881     66448   -277313       119      3749  244.22567   19.54906  103.09817   81.12946   13.07536    3.01273    2.92007    1.18174    1.76259    1.52955    5.86660    1.82349    1.91672    3.68285    1.11188    1.14412    1.51722    9.46525    3.68130    8.10680    6.23434    1.77270    2.40290    1.06398    1.67430    1.22482
      2209     71922   -282054     20209     71906   -282040        21      3076   96.15165    8.29251   40.96415   32.37335    5.76150    1.82653    1.79030    1.09800    1.33767    1.24604    2.94203    1.36098    1.39744    2.08808    1.08271    1.09531    1.24122    4.34977    2.08797    3.81855    3.07381    1.34162    1.58756    1.06398    1.30264    1.12687
      2432     69446   -278472     20432     69401   -278472        45      3168  703.21136   54.44103  295.69527  232.25899   35.74619    6.68958    6.42203    1.44130    3.07971    2.40835   14.93190    3.25712    3.52635    8.62617    1.20232    1.29539    2.37276   25.32172    8.62013   21.39908   16.03105    3.10892    4.93022    1.06398    2.82632    1.52841
      2442     69900   -277767     20442     69901   -277840        73      3060  224.33233   18.03678   94.75064   74.57921   12.09277    2.85336    2.76829    1.17049    1.70550    1.49146    5.47369    1.76135    1.84696    3.46860    1.10797    1.13756    1.48014    8.77800    3.46724    7.53068    5.80973    1.71479    2.29336    1.06398    1.62436    1.21166
      2523     72398   -281689     20523     72350   -281746        74      3701  740.12039   57.24684  311.18284  244.41197   37.56925    6.98525    6.70364    1.46217    3.18562    2.47902   15.66088    3.37240    3.65579    9.02368    1.20959    1.30755    2.44156   26.59681    9.01728   22.46797   16.81884    3.21637    5.13345    1.06398    2.91896    1.55283
      2954     75535   -280817     20954     75528   -280826        11      3750  175.78757   14.34642   74.38055   58.59495    9.69498    2.46448    2.39790    1.14304    1.56619    1.39851    4.51489    1.60972    1.67672    2.94576    1.09840    1.12156    1.38966    7.10094    2.94488    6.12482    4.77358    1.57346    2.02606    1.06398    1.50252    1.17955
      2964     76258   -280342     20964     76243   -280352        17      3716  224.89535   18.07958   94.98689   74.76460   12.12057    2.85787    2.77259    1.17081    1.70711    1.49254    5.48481    1.76311    1.84893    3.47466    1.10808    1.13775    1.48119    8.79745    3.47330    7.54699    5.82175    1.71643    2.29646    1.06398    1.62578    1.21203
      2970     76068   -279295     20970     76155   -279461       189      3076   29.43388    3.22065   12.96840   10.40529    2.46608    1.29207    1.28126    1.06028    1.14621    1.11829    1.62430    1.15259    1.16347    1.36952    1.06957    1.07333    1.11686    2.04489    1.37007    1.88640    1.64977    1.14739    1.22019    1.06398    1.13518    1.08274
      3042     78325   -279870     21042     78329   -280168       297      3046  265.96447   21.20164  112.22009   88.28736   14.14911    3.18687    3.08593    1.19403    1.82497    1.57117    6.29595    1.89139    1.99296    3.91698    1.11617    1.15128    1.55774   10.21626    3.91521    8.73635    6.69834    1.83599    2.52260    1.06398    1.72886    1.23919
      3087     81185   -280433     21087     81177   -280399        35      1363   15.85887    2.18868    7.27213    5.93547    1.79557    1.18332    1.17768    1.05260    1.10726    1.09230    1.35619    1.11019    1.11586    1.22332    1.06689    1.06885    1.09155    1.57592    1.22400    1.49326    1.36002    1.10787    1.14544    1.06398    1.10111    1.07376
      3109     85452   -281509     21109     85104   -281233       444      1818   66.09268    6.00744   28.35097   22.47588    4.27678    1.58573    1.56096    1.08101    1.25141    1.18848    2.34834    1.26709    1.29203    1.76434    1.07679    1.08541    1.18519    3.31133    1.76453    2.94804    2.43222    1.25411    1.42204    1.06398    1.22719    1.10699
      3618      1433   -254879     21618      1477   -254848        55      1538    2.25257    1.15433    1.56273    1.45534    1.12351    1.07432    1.07387    1.04491    1.06821    1.06625    1.08745    1.06769    1.06814    1.07678    1.06421    1.06437    1.06619    1.10586    1.07759    1.09922    1.06960    1.06826    1.07052    1.06398    1.06696    1.06476
      4094      3800   -254090     22094      3795   -254313       223      1600  507.31199   39.54881  213.49303  167.75550   26.07007    5.12027    4.92736    1.33051    2.51755    2.03327   11.06274    2.64523    2.83935    6.51631    1.16372    1.23082    2.00761   18.55403    6.51219   15.72581   11.84972    2.53861    3.85153    1.06398    2.33462    1.39883
      4166      3114   -249994     22166      3111   -249874       120      2732  396.86641   31.15277  167.14846  131.38925   20.61480    4.23551    4.08469    1.26806    2.20061    1.82181    8.88136    2.30026    2.45202    5.32680    1.14196    1.19442    1.80174   14.73850    5.32376   12.52729    9.49234    2.21708    3.24339    1.06398    2.05741    1.32578
      4855      5738   -256101     22855      5710   -256035        71      2142   11.69878    1.87243    5.52650    4.56568    1.59009    1.14999    1.14594    1.05025    1.09532    1.08434    1.27402    1.09719    1.10127    1.17851    1.06607    1.06748    1.08380    1.43220    1.17923    1.37279    1.27123    1.09576    1.12253    1.06398    1.09067    1.07101
      4860      9354   -259124     22860      9593   -259469       429      2538    9.00880    1.66794    4.39774    3.67996    1.45722    1.12844    1.12542    1.04873    1.08760    1.07919    1.22089    1.08879    1.09184    1.14954    1.06554    1.06659    1.07879    1.33927    1.15029    1.29488    1.21381    1.08793    1.10772    1.06398    1.08392    1.06923
      4865      5763   -249211     22865      5476   -249793       665      2538   94.08724    8.13558   40.09790   31.69361    5.65953    1.80999    1.77455    1.09684    1.33174    1.24208    2.90125    1.35453    1.39020    2.06584    1.08230    1.09463    1.23737    4.27845    2.06576    3.75877    3.02975    1.33561    1.57619    1.06398    1.29746    1.12551
      4883      5898   -251476     22883      5935   -251537        70      2142    2.15874    1.14720    1.52335    1.42445    1.11887    1.07357    1.07315    1.04485    1.06794    1.06607    1.08560    1.06740    1.06782    1.07577    1.06419    1.06434    1.06602    1.10262    1.07658    1.09650    1.06760    1.06799    1.07000    1.06398    1.06672    1.06470
      4894      8903   -244023     22894     10436   -244123      1557      2538   15.82759    2.18630    7.25900    5.92517    1.79402    1.18307    1.17744    1.05258    1.10717    1.09224    1.35557    1.11009    1.11575    1.22298    1.06688    1.06884    1.09150    1.57484    1.22366    1.49236    1.35935    1.10778    1.14527    1.06398    1.10103    1.07374
      4994     12456   -236579     22994     12804   -236934       496      3250  517.00843   40.28593  217.56180  170.94823   26.54901    5.19794    5.00135    1.33600    2.54537    2.05184   11.25426    2.67552    2.87335    6.62074    1.16563    1.23402    2.02568   18.88901    6.61653   16.00662   12.05668    2.56684    3.90492    1.06398    2.35896    1.40525
      5032     -2384   -226071     23032     -2971   -225642       727      2538   24.52311    2.84733   10.90777    8.78833    2.22352    1.25273    1.24379    1.05750    1.13212    1.10889    1.52731    1.13725    1.14625    1.31663    1.06860    1.07171    1.10770    1.87524    1.31723    1.74418    1.54495    1.13310    1.19315    1.06398    1.12286    1.07949
      5038     -5217   -221295     23038     -5208   -222319      1027      2538   87.23718    7.61484   37.22351   29.43810    5.32118    1.75512    1.72228    1.09296    1.31209    1.22897    2.76596    1.33314    1.36618    1.99207    1.08095    1.09238    1.22460    4.04181    1.99205    3.56039    2.88354    1.31567    1.53847    1.06398    1.28026    1.12098
      5041     -6313   -221598     23041     -6314   -221740       142      3230   52.89301    5.00401   22.81220   18.12964    3.62481    1.47999    1.46024    1.07354    1.21353    1.16321    2.08764    1.22586    1.24574    1.62218    1.07419    1.08106    1.16058    2.85533    1.62250    2.56578    2.15049    1.21569    1.34936    1.06398    1.19406    1.09826
      5047     -6015   -222311     23047     -6168   -222309       153      3351  337.59301   26.64682  142.27647  111.87238   17.68709    3.76068    3.63244    1.23454    2.03052    1.70832    7.71067    2.11512    2.24416    4.68842    1.13028    1.17489    1.69126   12.69079    4.68596   10.81073    8.22719    2.04452    2.91701    1.06398    1.90864    1.28657
      5247      4117   -230963     23247      4117   -231371       407      3300  138.28424   11.49542   58.64360   46.24629    7.84256    2.16405    2.11176    1.12183    1.45857    1.32671    3.77418    1.49258    1.54520    2.54185    1.09101    1.10920    1.31975    5.80532    2.54133    5.03872    3.97310    1.46428    1.81955    1.06398    1.40839    1.15474
      5270      5680   -230815     23270      5665   -232064      1249      2250  275.44195   21.92212  116.19698   91.40800   14.61724    3.26279    3.15825    1.19939    1.85216    1.58932    6.48314    1.92099    2.02620    4.01905    1.11804    1.15440    1.57541   10.54367    4.01719    9.01082    6.90063    1.86358    2.57479    1.06398    1.75265    1.24546
      5392      7931   -230465     23392      8310   -230994       650      3250  511.78486   39.88884  215.36992  169.22827   26.29100    5.15610    4.96149    1.33304    2.53038    2.04184   11.15109    2.65920    2.85503    6.56449    1.16460    1.23230    2.01595   18.70856    6.56032   15.85534   11.94519    2.55163    3.87616    1.06398    2.34585    1.40179
      5852      6308   -220034     23852      6011   -219332       764      3249  665.42652   51.56864  279.84020  219.81763   33.87987    6.38689    6.13374    1.41993    2.97128    2.33601   14.18562    3.13910    3.39384    8.21922    1.19487    1.28293    2.30233   24.01638    8.21355   20.30483   15.22456    2.99892    4.72216    1.06398    2.73148    1.50342
      5911      7329   -222800     23911      7303   -222799        26      3452  480.91265   37.54194  202.41549  159.06303   24.76612    4.90879    4.72594    1.31559    2.44179    1.98273   10.54134    2.56277    2.74677    6.23199    1.15852    1.22212    1.95840   17.64202    6.22812   14.96128   11.28625    2.46176    3.70617    1.06398    2.26836    1.38137
      5965      8516   -221218     23965      8543   -221160        63      3076   26.30600    2.98287   11.65590    9.37538    2.31159    1.26701    1.25739    1.05851    1.13724    1.11231    1.56252    1.14282    1.15250    1.33583    1.06895    1.07230    1.11103    1.93683    1.33641    1.79581    1.58301    1.13829    1.20297    1.06398    1.12733    1.08067
      6008     27554   -259833     24008     27811   -259952       283      3450  519.82353   40.49994  218.74306  171.87515   26.68806    5.22049    5.02282    1.33759    2.55345    2.05723   11.30986    2.68431    2.88322    6.65106    1.16618    1.23495    2.03093   18.98627    6.64682   16.08815   12.11677    2.57504    3.92043    1.06398    2.36603    1.40711
      6022     19947   -258146     24022     20886   -258526      1015      1728  212.57149   17.14272   89.81562   70.70674   11.51186    2.75915    2.67856    1.16384    1.67175    1.46894    5.24140    1.72462    1.80572    3.34193    1.10565    1.13368    1.45822    8.37170    3.34069    7.19009    5.55870    1.68055    2.22860    1.06398    1.59485    1.20388
      6040     25173   -258710     24040     25652   -258940       532      1728  208.88058   16.86214   88.26686   69.49144   11.32955    2.72958    2.65040    1.16175    1.66116    1.46188    5.16851    1.71309    1.79277    3.30218    1.10492    1.13247    1.45134    8.24419    3.30097    7.08320    5.47992    1.66980    2.20828    1.06398    1.58558    1.20144
      6080     23698   -246976     24080     24194   -247234       559      2111  481.16288   37.56096  202.52049  159.14542   24.77848    4.91079    4.72785    1.31573    2.44251    1.98320   10.54628    2.56355    2.74764    6.23468    1.15857    1.22220    1.95887   17.65067    6.23082   14.96853   11.29159    2.46248    3.70755    1.06398    2.26899    1.38154
      6339     26093   -215200     24339     26875   -218042      3157      2538    1.59572    1.10440    1.28710    1.23906    1.09106    1.06906    1.06886    1.04453    1.06633    1.06499    1.07448    1.06564    1.06584    1.06970    1.06408    1.06415    1.06497    1.08317    1.07052    1.08020    1.05558    1.06635    1.06690    1.06398    1.06531    1.06433
      6091     17262   -242655     24091     18053   -243868      1448      2189  521.13724   40.59980  219.29431  172.30771   26.75295    5.23102    5.03285    1.33833    2.55722    2.05974   11.33580    2.68841    2.88783    6.66521    1.16644    1.23538    2.03338   19.03165    6.66095   16.12619   12.14481    2.57886    3.92766    1.06398    2.36932    1.40798
      6164     27811   -260284     24164     27749   -260717       437      3250  264.61948   21.09939  111.65571   87.84450   14.08268    3.17610    3.07567    1.19327    1.82111    1.56860    6.26939    1.88719    1.98824    3.90249    1.11590    1.15084    1.55524   10.16979    3.90074    8.69740    6.66963    1.83207    2.51519    1.06398    1.72548    1.23830
      6199     27892   -257598     24199     27994   -257629       107      2142   30.62248    3.31101   13.46716   10.79666    2.52479    1.30159    1.29033    1.06095    1.14962    1.12057    1.64778    1.15630    1.16764    1.38232    1.06980    1.07372    1.11907    2.08595    1.38286    1.92082    1.67514    1.15085    1.22673    1.06398    1.13817    1.08353
      6288     34592   -254704     24288     34593   -254644        60      2538   38.00429    3.87217   16.56467   13.22726    2.88940    1.36072    1.34665    1.06512    1.17081    1.13470    1.79357    1.17936    1.19352    1.46183    1.07125    1.07615    1.13283    2.34097    1.46229    2.13460    1.83270    1.17234    1.26738    1.06398    1.15669    1.08841
      6338     37739   -246119     24338     37763   -246116        24      2538    2.87815    1.20189    1.82523    1.66133    1.15441    1.07933    1.07864    1.04526    1.07001    1.06745    1.09981    1.06964    1.07034    1.08351    1.06433    1.06457    1.06736    1.12747    1.08432    1.11734    1.08296    1.07008    1.07397    1.06398    1.06853    1.06518
      6346     16566   -229009     24346     16578   -230414      1406      2538    9.35287    1.69410    4.54212    3.79325    1.47422    1.13120    1.12804    1.04892    1.08859    1.07985    1.22769    1.08987    1.09304    1.15325    1.06561    1.06671    1.07943    1.35115    1.15399    1.30485    1.22115    1.08893    1.10962    1.06398    1.08478    1.06946
      6370     35539   -205713     24370     36502   -205392      1018      4230   38.66114    3.92210   16.84030   13.44354    2.92185    1.36598    1.35166    1.06549    1.17269    1.13596    1.80655    1.18141    1.19583    1.46890    1.07138    1.07637    1.13406    2.36366    1.46936    2.15362    1.84672    1.17425    1.27100    1.06398    1.15834    1.08884
      6375     37877   -205903     24375     38073   -206017       228      4230   38.66114    3.92210   16.84030   13.44354    2.92185    1.36598    1.35166    1.06549    1.17269    1.13596    1.80655    1.18141    1.19583    1.46890    1.07138    1.07637    1.13406    2.36366    1.46936    2.15362    1.84672    1.17425    1.27100    1.06398    1.15834    1.08884
      6426     59490   -217244     24426     57153   -221392      4972      2142    1.15781    1.07111    1.10335    1.09487    1.06943    1.06555    1.06552    1.04429    1.06507    1.06416    1.06583    1.06427    1.06431    1.06499    1.06399    1.06401    1.06415    1.06804    1.06581    1.06752    1.04624    1.06507    1.06449    1.06398    1.06421    1.06404
      6722     88165   -282821     24722     88213   -282868        67      2918  149.66974   12.36095   63.42112   49.99517    8.40493    2.25526    2.19863    1.12827    1.49124    1.34851    3.99905    1.52814    1.58512    2.66447    1.09325    1.11295    1.34097    6.19865    2.66385    5.36844    4.21611    1.49743    1.88225    1.06398    1.43697    1.16227
      6463     75825   -223663     24463     75607   -225208      1718      2142   10.94809    1.81536    5.21149    4.31850    1.55301    1.14398    1.14021    1.04982    1.09316    1.08290    1.25919    1.09485    1.09864    1.17043    1.06592    1.06723    1.08240    1.40626    1.17116    1.35105    1.25520    1.09358    1.11840    1.06398    1.08878    1.07051
      6458     69036   -221116     24458     69176   -221545       460      2142   25.24252    2.90202   11.20965    9.02521    2.25906    1.25849    1.24928    1.05791    1.13418    1.11027    1.54152    1.13950    1.14877    1.32438    1.06874    1.07194    1.10904    1.90009    1.32497    1.76501    1.56031    1.13519    1.19711    1.06398    1.12466    1.07997
      6464     80976   -225653     24464     80974   -225086       567      2142    3.00326    1.21140    1.87773    1.70252    1.16059    1.08034    1.07960    1.04533    1.07037    1.06769    1.10228    1.07003    1.07078    1.08486    1.06436    1.06462    1.06759    1.13180    1.08567    1.12096    1.08563    1.07045    1.07465    1.06398    1.06884    1.06526
      6806     90058   -283807     24806     90685   -284044       669      3249  942.18169   72.60749  395.97071  310.94439   47.54973    8.60393    8.24533    1.57643    3.76546    2.86590   19.65174    4.00354    4.36440   11.19990    1.24940    1.37414    2.81819   33.57738   11.19152   28.31969   21.13169    3.80462    6.24606    1.06398    3.42612    1.68648
     10647      7938   -222436     28647      7936   -222724       288      2142    1.68955    1.11153    1.32648    1.26996    1.09570    1.06981    1.06957    1.04459    1.06660    1.06517    1.07633    1.06593    1.06617    1.07071    1.06410    1.06418    1.06514    1.08641    1.07153    1.08292    1.05759    1.06662    1.06742    1.06398    1.06555    1.06439
     10706      7861   -222719     28706      7936   -222724        76      2142    3.40989    1.24231    2.04836    1.83641    1.18067    1.08359    1.08270    1.04556    1.07153    1.06847    1.11031    1.07130    1.07220    1.08924    1.06444    1.06475    1.06835    1.14584    1.09004    1.13274    1.09430    1.07163    1.07689    1.06398    1.06986    1.06553
     11055      4748   -231850     29055      4743   -231870        20      3076   90.39634    7.85500   38.54914   30.47831    5.47722    1.78043    1.74639    1.09475    1.32115    1.23502    2.82836    1.34300    1.37726    2.02609    1.08158    1.09342    1.23049    4.15094    2.02604    3.65188    2.95097    1.32487    1.55587    1.06398    1.28819    1.12306
     11284      7273   -233219     29284      7356   -233218        82      2142    9.66566    1.71787    4.67337    3.89624    1.48967    1.13371    1.13043    1.04910    1.08948    1.08045    1.23387    1.09084    1.09414    1.15662    1.06567    1.06681    1.08001    1.36196    1.15736    1.31391    1.22783    1.08984    1.11134    1.06398    1.08557    1.06967
     11327      1716   -224390     29327      1618   -224389        98      3461   28.96470    3.18498   12.77153   10.25081    2.44291    1.28831    1.27768    1.06001    1.14486    1.11740    1.61504    1.15112    1.16182    1.36447    1.06947    1.07317    1.11598    2.02868    1.36502    1.87281    1.63975    1.14603    1.21761    1.06398    1.13400    1.08243
     11328      2339   -224400     29328      1964   -224394       374      3461   57.42844    5.34879   24.71533   19.62302    3.84883    1.51633    1.49485    1.07611    1.22655    1.17190    2.17722    1.24003    1.26164    1.67103    1.07508    1.08255    1.16904    3.01201    1.67130    2.69712    2.24729    1.22889    1.37434    1.06398    1.20545    1.10126
     11454     19770   -245912     29454     19765   -245989        77      2538   10.69786    1.79634    5.10649    4.23611    1.54065    1.14198    1.13830    1.04968    1.09245    1.08242    1.25425    1.09407    1.09776    1.16773    1.06587    1.06715    1.08193    1.39762    1.16846    1.34380    1.24986    1.09285    1.11702    1.06398    1.08816    1.07035
     11613     31520   -262346     29613     31388   -262318       137      2142    2.90943    1.20427    1.83835    1.67163    1.15595    1.07958    1.07888    1.04528    1.07010    1.06751    1.10043    1.06974    1.07045    1.08385    1.06434    1.06458    1.06742    1.12855    1.08466    1.11824    1.08362    1.07017    1.07414    1.06398    1.06861    1.06520
     11652     33707   -260548     29652     34001   -260018       645      3230   83.54628    7.33426   35.67475   28.22280    5.13887    1.72555    1.69412    1.09088    1.30149    1.22190    2.69306    1.32161    1.35323    1.95232    1.08023    1.09116    1.21772    3.91430    1.95234    3.45350    2.80476    1.30493    1.51815    1.06398    1.27100    1.11853
     11738     47519   -276881     29738     47507   -276911        32      2142   16.98491    2.27428    7.74463    6.30624    1.85119    1.19234    1.18627    1.05324    1.11049    1.09446    1.37843    1.11370    1.11981    1.23545    1.06711    1.06922    1.09365    1.61482    1.23611    1.52587    1.38405    1.11115    1.15164    1.06398    1.10394    1.07451
     11748     13504   -276182     29748     13821   -276062       377      2142    3.15966    1.22329    1.94335    1.75402    1.16831    1.08159    1.08079    1.04542    1.07081    1.06799    1.10537    1.07052    1.07133    1.08655    1.06439    1.06467    1.06788    1.13720    1.08735    1.12549    1.08896    1.07090    1.07552    1.06398    1.06924    1.06536
     11900     64558   -279777     29900     64374   -279869       217      2142   50.95372    4.85658   21.99844   17.49110    3.52902    1.46446    1.44545    1.07245    1.20797    1.15950    2.04934    1.21981    1.23894    1.60129    1.07381    1.08042    1.15697    2.78833    1.60163    2.50961    2.10909    1.21004    1.33868    1.06398    1.18920    1.09698
     11935     65276   -278300     29935     65115   -278288       161      3270  234.68563   18.82383   99.09503   77.98822   12.60415    2.93630    2.84728    1.17635    1.73521    1.51128    5.67817    1.79369    1.88327    3.58010    1.11001    1.14097    1.49944    9.13567    3.57864    7.83051    6.03071    1.74493    2.35037    1.06398    1.65035    1.21851
     12509     73106   -277686     30509     73228   -277884       240      3076   20.95732    2.57626    9.41151    7.61423    2.04740    1.22416    1.21658    1.05548    1.12189    1.10207    1.45688    1.12611    1.13374    1.27823    1.06790    1.07053    1.10106    1.75205    1.27886    1.64091    1.46884    1.12271    1.17351    1.06398    1.11391    1.07713
