451572,376,3025,3000,4.71077,105.81572,21.05170,1.28247,9.49521,2.62517,2.55919,47.72793,9.939,2.22349,37.11417,7.90880,1.18120,13.68556,3.42680,1.02939,2.90385,1.36421,1.02799,2.76388,1.33744,1.00304,1.11562,1.02212,1.01053,1.47427,1.09073,1.00711,1.02466,1.00472,1.07339,3.32233,1.44427,1.01161,1.11890,1.02275,1.01303,1.02564,1.00491,1.04002,1.94617,1.18101,1.00073,1.03047,1.00583,1.00122,1.02338,1.00447,1.00693,1.15785,1.03020,1.12674,7.53274,2.24974,1.03947,2.92741,1.36872,1.10624,4.30906,1.63304,1.11471,1.04153,1.00795,1.01068,1.31497,1.06026,1.02046,1.07106,1.01359,1.00000,1.00000,1.00000,1.00933,2.05358,1.20155,1.00246,1.00405,1.00078
391145,22,177,3000,25.17965,1.00000,813.54969,2.83813,1.00000,66.85633,11.14614,1.00000,363.24303,8.96160,1.00000,280.96333,2.17913,1.00000,99.34064,1.19124,1.00000,15.75897,1.18214,1.00000,14.67389,1.01978,1.00000,1.89633,1.06850,1.00000,4.67660,1.04630,1.00000,1.19118,1.47757,1.00000,19.00309,1.07552,1.00000,1.92172,1.08480,1.00000,1.19879,1.26042,1.00000,8.33485,1.00476,1.00000,1.23621,1.00797,1.00000,1.18124,1.04507,1.00000,2.22370,1.82471,1.00000,51.64293,1.25687,1.00000,15.94165,1.69134,1.00000,26.65240,1.74645,1.00000,1.32196,1.06950,1.00000,3.44171,1.13314,1.00000,1.55084,1.00000,1.00000,1.00000,1.06069,1.00000,9.16753,1.01599,1.00000,1.03142
361215,46,370,3000,30.78044,856.84314,145.91913,3.26390,70.36522,12.74555,13.49631,382.54370,65.60644,10.80576,295.88005,50.93177,2.45225,104.58033,18.53916,1.23553,16.54535,3.63228,1.22433,15.40245,3.43875,1.02436,1.94409,1.15986,1.08437,4.87249,1.65572,1.05702,1.20136,1.03410,1.58819,19.96231,4.21087,1.09302,1.97083,1.16439,1.10444,1.20938,1.03545,1.32074,8.72565,2.30818,1.00587,1.24879,1.04213,1.00981,1.19089,1.03232,1.05551,2.28890,1.21825,2.01574,54.34123,10.03222,1.31637,16.73775,3.66486,1.85148,28.01919,5.57513,1.91935,1.33911,1.05742,1.08560,3.57181,1.43548,1.16398,1.58019,1.09824,1.00000,1.00000,1.00000,1.07475,9.60270,2.45669,1.01970,1.03309,1.00560
361349,10,80,3000,12.79826,41.10341,357.37345,1.89690,4.25034,29.88371,5.95072,18.87851,159.87496,4.88480,14.81760,123.78818,1.57534,5.85360,44.13089,1.09331,1.72843,7.47309,1.08887,1.67487,6.99718,1.00965,1.04424,1.39312,1.03343,1.18146,2.61251,1.02259,1.00944,1.08385,1.23302,1.88854,8.89591,1.03685,1.04549,1.40425,1.04138,1.00981,1.08719,1.12707,1.36201,4.21697,1.00232,1.01166,1.10360,1.00389,1.00894,1.07949,1.02199,1.06040,1.53670,1.40241,3.49948,23.21131,1.12534,1.73745,7.55321,1.33733,2.26607,12.25080,1.36422,1.01589,1.14121,1.03391,1.12051,2.07090,1.06496,1.02719,1.24159,1.00000,1.00000,1.00000,1.02961,1.40311,4.58217,1.00780,1.00155,1.01378
361326,12,96,3000,19.90434,573.38498,63.88943,2.43710,47.39122,6.09712,8.93254,256.17512,29.03676,7.22460,198.21477,22.66850,1.92187,70.27417,8.61133,1.14951,11.39667,2.14231,1.14240,10.63231,2.05833,1.01546,1.63140,1.06937,1.05356,3.58991,1.28456,1.03620,1.13467,1.01480,1.37337,13.68193,2.39340,1.05905,1.64928,1.07134,1.06630,1.14003,1.01539,1.20360,6.16689,1.56770,1.00372,1.16639,1.01828,1.00623,1.12767,1.01403,1.03524,1.86201,1.09471,1.64478,36.67443,4.91964,1.20083,11.52535,2.15645,1.54051,19.07034,2.98544,1.58360,1.22680,1.02492,1.05434,2.72002,1.18898,1.10409,1.38803,1.04263,1.00000,1.00000,1.00000,1.04745,6.75346,1.63215,1.01250,1.02213,1.00243
361331,10,80,3000,8.91975,130.88035,137.26044,1.60206,11.52667,12.04377,4.32324,58.90200,61.74631,3.60772,45.75017,47.94842,1.38621,16.71906,17.49122,1.06264,3.35912,3.47500,1.05966,3.18567,3.29304,1.00648,1.14327,1.15031,1.02244,1.58768,1.61655,1.01516,1.03056,1.03206,1.15642,3.87767,4.01903,1.02474,1.14733,1.15457,1.02777,1.03177,1.03334,1.08530,2.17242,2.23002,1.00156,1.03776,1.03961,1.00261,1.02897,1.03039,1.01476,1.19560,1.20521,1.27012,9.09492,9.49256,1.08414,3.38832,3.50564,1.22644,5.10036,5.30178,1.24449,1.05146,1.05399,1.02276,1.39029,1.40946,1.04361,1.08805,1.09237,1.00000,1.00000,1.00000,1.01988,2.30552,2.36965,1.00524,1.00502,1.00527
361322,10,80,3000,14.15438,300.40838,143.64052,1.99999,25.26675,12.56087,6.51977,134.47934,64.59062,5.33132,104.16091,50.14668,1.64148,37.23657,18.26339,1.10404,6.43839,3.59089,1.09909,6.03856,3.40041,1.01076,1.33028,1.15735,1.03727,2.35475,1.64541,1.02519,1.07044,1.03356,1.25981,7.63378,4.16038,1.04109,1.33963,1.16180,1.04613,1.07325,1.03490,1.14167,3.70274,2.28761,1.00259,1.08704,1.04147,1.00434,1.06678,1.03182,1.02452,1.45091,1.21482,1.44866,19.66091,9.89021,1.13975,6.50570,3.62296,1.37611,10.45240,5.50320,1.40609,1.11863,1.05652,1.03781,1.89,1.42864,1.07243,1.20297,1.09670,1.00000,1.00000,1.00000,1.03302,4.00957,2.43378,1.00870,1.01158,1.00552
452865,662,5326,3000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
451266,940,7563,3000,30.38716,61.15511,928.39127,3.23400,5.87551,76.16412,13.33128,27.81777,414.44059,10.67627,21.72639,320.53190,2.43307,8.28041,113.23960,1.23242,2.09264,17.84493,1.22137,2.01231,16.60648,1.02404,1.06636,2.02302,1.08326,1.27219,5.19623,1.05627,1.01415,1.21820,1.58042,2.33281,21.54755,1.09179,1.06824,2.05199,1.10306,1.01472,1.22688,1.31650,1.54302,9.37151,1.00579,1.01749,1.26959,1.00969,1.01342,1.20685,1.05478,1.09059,2.39666,2.00232,4.74922,58.80054,1.31219,2.10617,18.05342,1.84023,2.89911,30.27798,1.90721,1.02384,1.36746,1.08447,1.18077,3.78681,1.16181,1.04078,1.62869,1.00000,1.00000,1.00000,1.07376,1.60466,10.32188,1.01944,1.00233,1.03586
451567,646,5198,3000,15.36133,72.09240,412.51563,2.09174,6.76197,34.35293,7.02622,32.69373,184.45791,5.72873,25.49483,142.78737,1.70033,9.60412,50.80460,1.11358,2.29131,8.47468,1.10818,2.19637,7.92514,1.01175,1.07842,1.45395,1.04069,1.32168,2.86201,1.02750,1.01673,1.09682,1.28365,2.57514,10.11766,1.04486,1.08064,1.46680,1.05036,1.01739,1.10068,1.15467,1.64175,4.71473,1.00283,1.02067,1.11963,1.00473,1.01586,1.09179,1.02677,1.10707,1.61974,1.48983,5.43090,26.64810,1.15257,2.30729,8.56719,1.41062,3.24441,13.99165,1.44335,1.02817,1.16305,1.04128,1.21363,2.23661,1.07908,1.04819,1.27897,1.00000,1.00000,1.00000,1.03605,1.71460,5.13644,1.00950,1.00275,1.01591
