    381083        60       482      3000    4.15631  101.23560    6.83104    1.23994    9.12399    1.47260    2.32443   45.68606    3.59954    2.03927   35.53609    3.00908    1.15590   13.28749    1.71480    1.02528    2.84411    1.10728    1.02408    2.70853    1.09939    1.00178    1.07645    1.00445    1.00906    1.45938    1.02672    1.00604    1.02358    1.00137    1.06234    3.22085    1.12919    1.00986    1.11370    1.00661    1.01107    1.02452    1.00143    1.03399    1.90482    1.05264    1.00062    1.02914    1.00170    1.00104    1.02236    1.00130    1.00588    1.15096    1.00878    1.10904    7.32774    1.36811    1.03396    2.86693    1.10861    1.09141    4.20522    1.18646    1.06737    1.02746    1.00160    1.00919    1.30509    1.01775    1.01738    1.06795    1.00395    1.00000    1.00000    1.00000    1.00792    2.00754    1.05861    1.00209    1.00388    1.00023
    381098        40       321      3000   15.82370  436.34553   63.80031    2.12689   36.28431    6.08990    7.22024  195.08152   28.99703    5.88098  150.99794   22.63780    1.73219   54.36729    8.69844    1.11875    9.00937    2.15538    1.11310    8.42052    2.07044    1.00838    1.33203    1.04790    1.04254    2.99521    1.28782    1.02838    1.10243    1.01478    1.29278   10.64564    2.39142    1.04630    1.49383    1.07124    1.05199    1.10651    1.01536    1.15965    4.92984    1.56690    1.00292    1.12655    1.01826    1.00489    1.09710    1.01401    1.02763    1.65563    1.09458    1.51211   28.48279    4.96450    1.15951    9.10850    2.16968    1.42930   14.92099    3.00816    1.31640    1.11926    1.01720    1.04316    2.32506    1.19115    1.08162    1.29513    1.04257    1.00000    1.00000    1.00000    1.03721    5.37597    1.63125    1.00981    1.01683    1.00243
    381136        36       289      3000   12.53205  311.82364   77.70735    1.87666   26.19194    7.21705    5.83902  139.56839   35.19693    4.79714  108.09403   27.42945    1.56961   39.10264   10.40325    1.09238    6.71845    2.41124    1.08799    6.29803    2.30749    1.00652    1.23706    1.05850    1.03309    2.42452    1.35155    1.02208    1.07313    1.01805    1.22777    7.88670    2.69955    1.03602    1.35258    1.08701    1.04044    1.07604    1.01877    1.12420    3.80579    1.69243    1.00227    1.09036    1.02230    1.00380    1.06933    1.01711    1.02150    1.46810    1.11552    1.39840   20.62189    5.84243    1.12409    6.78923    2.42871    1.33397   10.93917    3.45286    1.24614    1.08515    1.02101    1.03357    1.94606    1.23347    1.06350    1.21071    1.05200    1.00000    1.00000    1.00000    1.02894    4.12431    1.77104    1.00763    1.01202    1.00297
    391076        28       225      3000    5.21737   52.40063   91.32283    1.32060    5.16597    8.32057    2.76967   23.91493   41.26685    2.38865   18.71004   32.12066    1.20831    7.30100   12.07232    1.03378    1.94565    2.66173    1.03218    1.87613    2.53956    1.00238    1.03920    1.06889    1.01210    1.23557    1.41395    1.00807    1.01209    1.02125    1.08330    2.13885    3.00122    1.01317    1.05831    1.10246    1.01479    1.01257    1.02210    1.04542    1.46399    1.81534    1.00083    1.01494    1.02626    1.00139    1.01146    1.02015    1.00786    1.07741    1.13603    1.14570    4.24485    6.70196    1.04538    1.95736    2.68230    1.12214    2.64363    3.88824    1.09002    1.01408    1.02474    1.01228    1.15645    1.27492    1.02322    1.03485    1.06123    1.00000    1.00000    1.00000    1.01059    1.51667    1.90790    1.00279    1.00199    1.00349
    381086        36       289      3000   15.79420  290.16133  208.99324    2.12465   24.43623   17.85764    7.20786  129.91110   93.72553    5.87127  100.63030   72.66390    1.73073   36.44714   26.49707    1.11851    6.31991    4.82660    1.11288    5.92879    4.54527    1.00837    1.22054    1.15863    1.04245    2.32524    1.95324    1.02833    1.06803    1.04894    1.29220    7.40674    5.60836    1.04621    1.32801    1.23594    1.05188    1.07074    1.05088    1.15933    3.61024    2.87754    1.00291    1.08406    1.06046    1.00488    1.06450    1.04639    1.02758    1.43548    1.31324    1.51109   19.25438   14.13034    1.15919    6.38576    4.87396    1.42844   10.24648    7.65097    1.31577    1.07922    1.05698    1.04307    1.88012    1.63307    1.08146    1.19603    1.14100    1.00000    1.00000    1.00000    1.03713    3.90657    3.09069    1.00979    1.01118    1.00804
    381099        10        80      3000   10.77691  149.86648  180.68353    1.74324   13.06548   15.56317    5.10253   67.36621   81.10477    4.21923   52.29182   62.90981    1.48291   19.24895   23.02669    1.07832    3.73880    4.30577    1.07460    3.53745    4.06273    1.00553    1.11354    1.13704    1.02806    1.68226    1.82350    1.01872    1.03503    1.04228    1.19310    4.29833    4.98112    1.03054    1.16887    1.20382    1.03429    1.03642    1.04396    1.10530    2.34381    2.62199    1.00193    1.04328    1.05223    1.00322    1.03320    1.04008    1.01822    1.22419    1.27060    1.33776   10.39775   12.34319    1.10520    3.77270    4.34668    1.28314    5.76029    6.74572    1.20868    1.04078    1.04922    1.02846    1.45311    1.54690    1.05383    1.10092    1.12181    1.00000    1.00000    1.00000    1.02454    2.49637    2.80613    1.00647    1.00576    1.00695
    460968       820      6598      3000    1.94221    4.26538   29.39717    1.07163    1.26466    3.30156    1.39536    2.45574   13.65975    1.31024    2.12509   10.78422    1.04654    1.40029    4.48110    1.00755    1.06008    1.52244    1.00719    1.05566    1.48403    1.00053    1.00249    1.02166    1.00270    1.01497    1.13015    1.00180    1.00077    1.00668    1.01861    1.07235    1.62918    1.00294    1.00370    1.03221    1.00330    1.00080    1.00695    1.01015    1.02948    1.25634    1.00019    1.00095    1.00825    1.00031    1.00073    1.00633    1.00176    1.00492    1.04277    1.03255    1.20614    2.79268    1.01014    1.06082    1.52891    1.02729    1.10442    1.90805    1.02011    1.00089    1.00778    1.00274    1.00994    1.08643    1.00519    1.00221    1.01925    1.00000    1.00000    1.00000    1.00236    1.03282    1.28544    1.00062    1.00013    1.00110
    381123        48       386      3000    1.01041    1.32071    1.02916    1.00079    1.02599    1.00236    1.00437    1.14297    1.01300    1.00343    1.11050    1.01005    1.00051    1.03931    1.00357    1.00008    1.00590    1.00054    1.00008    1.00547    1.00050    1.00001    1.00024    1.00002    1.00003    1.00147    1.00013    1.00002    1.00008    1.00001    1.00021    1.00711    1.00065    1.00003    1.00036    1.00003    1.00004    1.00008    1.00001    1.00011    1.00290    1.00026    1.00000    1.00009    1.00001    1.00000    1.00007    1.00001    1.00002    1.00048    1.00004    1.00036    1.02025    1.00184    1.00011    1.00597    1.00054    1.00030    1.01026    1.00093    1.00022    1.00009    1.00001    1.00003    1.00098    1.00009    1.00006    1.00022    1.00002    1.00000    1.00000    1.00000    1.00003    1.00322    1.00029    1.00001    1.00001    1.00000
    460969       110       885      3000    1.63855   17.38523    6.07301    1.04854    2.32801    1.41116    1.26794    8.30470    3.26160    1.21025    6.64552    2.74790    1.03154    3.00860    1.62188    1.00512    1.30145    1.09333    1.00487    1.27929    1.08647    1.00036    1.01250    1.00387    1.00183    1.07509    1.02325    1.00122    1.00386    1.00119    1.01261    1.36304    1.11240    1.00199    1.01859    1.00575    1.00224    1.00401    1.00124    1.00688    1.14791    1.04579    1.00013    1.00476    1.00147    1.00021    1.00365    1.00113    1.00119    1.02468    1.00764    1.02206    2.03438    1.32025    1.00687    1.30518    1.09449    1.01849    1.52395    1.16222    1.01363    1.00449    1.00139    1.00186    1.04987    1.01544    1.00352    1.01111    1.00344    1.00000    1.00000    1.00000    1.00160    1.16470    1.05099    1.00042    1.00063    1.00020
    381235        66       531      3000    3.15597   70.59348    3.85721    1.16390    6.64048    1.23157    1.90468   32.02549    2.27377    1.70989   24.97837    1.98445    1.10649    9.53119    1.35025    1.01727    2.28036    1.05257    1.01645    2.18623    1.04870    1.00122    1.05308    1.00218    1.00619    1.31895    1.01309    1.00413    1.01637    1.00067    1.04258    2.54193    1.06331    1.00673    1.07894    1.00324    1.00756    1.01703    1.00070    1.02322    1.62822    1.02579    1.00042    1.02023    1.00083    1.00071    1.01552    1.00064    1.00402    1.10481    1.00430    1.07448    5.39335    1.18037    1.02320    2.29621    1.05322    1.06244    3.22538    1.09136    1.04602    1.01907    1.00078    1.00628    1.21182    1.00870    1.01187    1.04718    1.00194    1.00000    1.00000    1.00000    1.00541    1.69953    1.02872    1.00143    1.00269    1.00011
