#GRID CA_State4k -684000. -564000. 4000. 4000. 321 291 1 LAMBERT METERS 30. 60. -120.5 -120.5 37.
133;06001;132;164;0.02053622
133;06001;133;163;0.24879281
133;06001;133;164;0.09354295
133;06001;134;163;0.05374790
133;06001;135;161;0.00088434
133;06001;135;162;0.27992022
133;06001;135;163;0.00019652
133;06001;136;159;0.00049129
133;06001;136;160;0.00225996
133;06001;136;161;0.00451993
133;06001;137;158;0.00186693
133;06001;137;159;0.01257720
133;06001;138;158;0.00363560
133;06001;138;159;0.00766424
133;06001;139;156;0.00167041
133;06001;140;155;0.05000833
133;06001;140;156;0.01012072
133;06001;141;154;0.00039304
133;06001;141;157;0.02500417
133;06001;142;159;0.00373386
133;06001;145;161;0.13888682
133;06001;146;161;0.03954656
133;06002;181;181;0.00255754
133;06002;181;182;0.00042353
133;06002;181;188;0.00502611
133;06002;182;182;0.00076669
133;06002;182;187;0.00212207
133;06002;182;188;0.00207779
133;06002;183;182;0.00026447
133;06002;183;183;0.00000107
133;06002;183;188;0.00107648
133;06002;183;189;0.00105159
133;06002;183;190;0.61967686
133;06002;184;183;0.00026554
133;06002;184;189;0.00027159
133;06002;184;190;0.22686728
133;06002;185;183;0.00026554
133;06002;185;190;0.01810494
133;06002;186;183;0.00006176
133;06002;186;184;0.00057895
133;06002;186;185;0.00008151
133;06002;186;188;0.02765032
133;06002;186;189;0.02184026
133;06002;186;190;0.00774355
133;06002;187;185;0.00049744
133;06002;187;186;0.00029222
133;06002;187;187;0.02114101
133;06002;187;188;0.01608142
133;06002;188;186;0.00028672
133;06002;188;187;0.01162559
133;06002;189;187;0.00526979
133;06002;190;178;0.00032434
133;06002;190;187;0.00526979
133;06002;191;187;0.00043623
133;06003;162;179;1.00000000
133;06004;144;215;0.32835821
133;06004;145;215;0.17910448
133;06004;146;213;0.49253731
133;06005;161;174;0.01188923
133;06005;162;171;0.20723251
133;06005;162;174;0.00697221
133;06005;163;171;0.00187266
133;06005;163;172;0.02604387
133;06005;163;174;0.00200173
133;06005;164;171;0.00010455
133;06005;164;172;0.00035610
133;06005;164;173;0.00192318
133;06005;164;174;0.07145071
133;06005;165;171;0.00046065
133;06005;165;174;0.07767372
133;06005;166;167;0.00094361
133;06005;166;170;0.00041092
133;06005;166;171;0.00004973
133;06005;166;174;0.01332703
133;06005;166;175;0.00080509
133;06005;167;167;0.00049089
133;06005;167;168;0.00065094
133;06005;167;169;0.00025663
133;06005;167;170;0.00020402
133;06005;167;174;0.03080288
133;06005;167;175;0.00002039
133;06005;167;176;0.00082548
133;06005;167;177;0.06048435
133;06005;168;168;0.01287009
133;06005;168;169;0.01511650
133;06005;168;170;0.01088404
133;06005;168;172;0.00005712
133;06005;168;173;0.00451059
133;06005;168;174;0.02093407
133;06005;168;177;0.00023857
133;06005;168;178;0.00002205
133;06005;169;168;0.00687390
133;06005;169;170;0.00878664
133;06005;169;171;0.00094529
133;06005;169;172;0.00677615
133;06005;169;178;0.00026062
133;06005;170;170;0.00098127
133;06005;170;171;0.18852803
133;06005;170;178;0.00010542
133;06005;170;179;0.00015520
133;06005;171;169;0.00567682
133;06005;171;170;0.01853853
133;06005;171;171;0.12194872
133;06005;171;179;0.00627122
133;06005;171;180;0.00666061
133;06005;172;169;0.00044938
133;06005;172;171;0.00457433
133;06005;172;172;0.00497251
133;06005;172;178;0.00343310
133;06005;172;179;0.00056441
133;06005;173;172;0.00299721
133;06005;173;173;0.00229834
133;06005;173;177;0.00122885
133;06005;173;178;0.00019200
133;06005;174;173;0.00015152
133;06005;174;174;0.00244986
133;06005;174;175;0.00732689
133;06005;174;176;0.00114211
133;06005;174;177;0.00027874
133;06005;175;175;0.00895896
133;06005;175;176;0.00189584
133;06005;176;176;0.00196572
133;06005;176;177;0.00007855
133;06005;177;177;0.00010242
133;06005;177;178;0.00009729
133;06005;178;178;0.00007694
133;06005;178;179;0.00007860
133;06005;179;179;0.00006964
133;06005;179;180;0.00007255
133;06005;180;180;0.00007569
133;06005;180;181;0.00006649
133;06005;181;181;0.00000755
133;06006;136;203;1.00000000
133;06007;131;167;0.17500000
133;06007;132;168;0.30582524
133;06007;138;167;0.30000000
133;06007;138;169;0.02038835
133;06007;142;170;0.19878641
133;06008;107;277;1.00000000
133;06009;159;186;0.09402745
133;06009;160;186;0.07465210
133;06009;160;193;0.00242237
133;06009;161;186;0.06487610
133;06009;161;191;0.00019892
133;06009;161;192;0.00050318
133;06009;161;193;0.00139511
133;06009;162;186;0.01821481
133;06009;162;187;0.02879993
133;06009;162;190;0.00000056
133;06009;162;191;0.00008770
133;06009;162;193;0.00069625
133;06009;163;187;0.01181930
133;06009;163;188;0.00000245
133;06009;163;190;0.00035009
133;06009;163;191;0.00029917
133;06009;163;193;0.00053764
133;06009;164;184;0.00000584
133;06009;164;185;0.00012240
133;06009;164;186;0.00001839
133;06009;164;187;0.00104108
133;06009;164;188;0.02548781
133;06009;164;189;0.00065005
133;06009;164;190;0.00026241
133;06009;164;191;0.00000684
133;06009;164;192;0.00002459
133;06009;164;193;0.00009923
133;06009;165;187;0.00161252
133;06009;165;188;0.09324078
133;06009;165;189;0.00303314
133;06009;165;190;0.00050814
133;06009;165;191;0.00017707
133;06009;165;192;0.00001710
133;06009;165;193;0.00002915
133;06009;166;188;0.01138654
133;06009;166;189;0.00036046
133;06009;167;188;0.00003816
133;06009;167;189;0.00632296
133;06009;168;188;0.00021769
133;06009;168;189;0.00157172
133;06009;169;189;0.00299801
133;06009;170;189;0.00236733
133;06009;171;189;0.00016105
133;06009;172;189;0.00053576
133;06009;172;190;0.00049603
133;06009;173;183;0.00000689
133;06009;173;189;0.00059223
133;06009;173;190;0.00002992
133;06009;174;189;0.00025440
133;06009;174;190;0.00003491
133;06009;175;183;0.00000001
133;06009;175;189;0.00007693
133;06009;176;184;0.00000001
133;06009;176;189;0.00001115
133;06009;176;190;0.00001396
133;06009;177;184;0.00000001
133;06009;177;185;0.00000006
133;06009;177;190;0.00001752
133;06009;178;186;0.00000006
133;06009;178;190;0.00002728
133;06009;179;186;0.00000014
133;06009;179;187;0.00000005
133;06009;179;190;0.00001330
133;06009;179;196;0.00734915
133;06009;179;197;0.00882097
133;06009;180;188;0.00000003
133;06009;180;190;0.00000174
133;06009;180;191;0.00000754
133;06009;180;194;0.02233640
133;06009;180;195;0.00034126
133;06009;180;196;0.00134549
133;06009;180;197;0.00365372
133;06009;181;188;0.00000005
133;06009;181;191;0.00313738
133;06009;181;192;0.00318709
133;06009;181;194;0.01582068
133;06009;182;190;0.00018498
133;06009;182;191;0.00094604
133;06009;182;192;0.01678585
133;06009;182;193;0.05848360
133;06009;182;194;0.12067158
133;06009;183;190;0.00001151
133;06009;183;194;0.22797287
133;06009;183;195;0.05618787
133;06010;177;121;0.00086314
133;06010;180;117;0.17454615
133;06010;183;132;0.00517879
133;06010;185;136;0.24081381
133;06010;186;136;0.11824907
133;06010;186;137;0.00345253
133;06010;187;133;0.01898890
133;06010;187;134;0.04574599
133;06010;187;135;0.00086314
133;06010;188;132;0.00517879
133;06010;188;133;0.18414682
133;06010;188;134;0.11738594
133;06010;189;138;0.00517879
133;06010;190;131;0.05782984
133;06010;190;133;0.00949445
133;06010;192;136;0.00258940
133;06010;196;131;0.00345253
133;06010;197;132;0.00604192
133;06011;136;212;0.30000000
133;06011;138;211;0.70000000
133;06012;96;244;0.36842105
133;06012;96;245;0.33157895
133;06012;97;239;0.18903951
133;06012;97;254;0.04931399
133;06012;97;255;0.04931399
133;06012;101;248;0.01233251
133;06013;273;26;0.03368360
133;06013;275;44;0.02210522
133;06013;281;30;0.01750000
133;06013;283;29;0.06736719
133;06013;284;37;0.02210522
133;06013;285;31;0.00315879
133;06013;286;35;0.24815879
133;06013;286;38;0.00526300
133;06013;287;28;0.14315879
133;06013;287;30;0.31091971
133;06013;287;41;0.03500000
133;06013;290;27;0.05157850
133;06013;301;30;0.03368360
133;06013;305;30;0.00631758
133;06014;221;141;0.12857065
133;06014;228;116;0.21428347
133;06014;230;110;0.65714588
133;06015;190;104;0.01375972
133;06015;195;99;0.01240333
133;06015;196;98;0.03313932
133;06015;196;104;0.00214724
133;06015;199;101;0.00357873
133;06015;200;101;0.03077710
133;06015;201;97;0.00501022
133;06015;201;102;0.09158779
133;06015;203;96;0.07157464
133;06015;204;96;0.03936605
133;06015;204;97;0.01002045
133;06015;204;98;0.16820041
133;06015;204;99;0.00214724
133;06015;205;93;0.00891481
133;06015;206;86;0.00329473
133;06015;206;87;0.12364228
133;06015;206;89;0.00406991
133;06015;206;97;0.01216769
133;06015;207;90;0.04294478
133;06015;207;94;0.04294478
