CO,CO,CO,1,28,1
316,TOG,ARO1,4.7097E-06,1,0.0005000
316,TOG,BENZ,1.2802E-05,1,0.0010000
316,TOG,TOLU,5.4266E-05,1,0.0050000
321,TOG,ALK4,5.4343E-03,1,0.4520150
321,TOG,ALK3,1.7072E-03,1,0.1055715
321,TOG,ALK5,2.5922E-03,1,0.3124110
321,TOG,CH4,2.0571E-03,1,0.0330000
321,TOG,ALK1,3.9908E-04,1,0.0120000
321,TOG,ALK2,8.3908E-04,1,0.0370000
321,TOG,OXYL,3.0613E-05,1,0.0032500
321,TOG,MXYL,3.0613E-05,1,0.0032500
321,TOG,PXYL,3.0613E-05,1,0.0032500
321,TOG,ARO1,3.0613E-05,1,0.0032500
321,TOG,BENZ,6.4011E-05,1,0.0050000
321,TOG,TOLU,3.2560E-04,1,0.0300000
325,TOG,ALK4,2.2890E-03,1,0.1790538
325,TOG,CH4,2.1201E-04,1,0.0034010
325,TOG,ALK1,6.6534E-06,1,0.0002001
325,TOG,ETHE,3.5658E-06,1,0.0001000
325,TOG,ALK2,1.5073E-04,1,0.0068020
325,TOG,PRPE,7.6068E-05,1,0.0032010
325,TOG,ACYE,1.0373E-04,1,0.0027008
325,TOG,OLE1,4.0174E-05,1,0.0029009
325,TOG,ALK3,9.5527E-03,1,0.5839753
325,TOG,OLE2,4.3413E-04,1,0.0318095
325,TOG,ALK5,5.1055E-04,1,0.0525158
325,TOG,ISOP,1.4685E-06,1,0.0001000
325,TOG,MEOH,5.2447E-04,1,0.0168050
325,TOG,ETOH,1.4331E-04,1,0.0066020
325,TOG,BENZ,1.9465E-04,1,0.0152046
325,TOG,TOLU,5.7540E-04,1,0.0530159
325,TOG,ARO1,7.4058E-05,1,0.0080024
325,TOG,OXYL,5.0879E-05,1,0.0054016
325,TOG,MXYL,1.8279E-04,1,0.0194058
325,TOG,ARO2,5.8185E-05,1,0.0070021
325,TOG,B124,1.4981E-05,1,0.0018005
326,TOG,ALK1,2.3275E-05,1,0.0006999
326,TOG,ETHE,9.9791E-05,1,0.0027994
326,TOG,ALK2,3.8545E-05,1,0.0016997
326,TOG,PRPE,3.3263E-05,1,0.0013997
326,TOG,ACYE,4.6079E-05,1,0.0011998
326,TOG,ALK3,1.9784E-03,1,0.1640672
326,TOG,OLE2,3.9124E-04,1,0.0276945
326,TOG,ALK4,3.0872E-03,1,0.2472507
326,TOG,OLE1,1.1405E-05,1,0.0007998
326,TOG,ALK5,7.7616E-04,1,0.0786843
326,TOG,MEOH,1.3511E-03,1,0.0432914
326,TOG,ETOH,1.0591E-03,1,0.0487903
326,TOG,BENZ,3.8783E-04,1,0.0302940
326,TOG,TOLU,1.4866E-03,1,0.1369727
326,TOG,ARO1,2.7973E-04,1,0.0300940
326,TOG,OXYL,2.4391E-04,1,0.0258948
326,TOG,MXYL,7.5622E-04,1,0.0802840
326,TOG,ARO2,5.0072E-04,1,0.0609878
326,TOG,B124,1.4224E-04,1,0.0170966
327,TOG,CH4,2.1151E-02,1,0.3393053
327,TOG,ALK1,1.1750E-03,1,0.0353318
327,TOG,ETHE,1.4093E-03,1,0.0395356
327,TOG,ALK2,9.3063E-05,1,0.0041037
327,TOG,PRPE,5.1139E-04,1,0.0215194
327,TOG,ACYE,1.3070E-04,1,0.0034031
327,TOG,OLE1,3.6751E-05,1,0.0020018
327,TOG,ALK3,5.0574E-04,1,0.0454409
327,TOG,OLE2,5.4750E-04,1,0.0319287
327,TOG,BDE13,3.1457E-05,1,0.0017015
327,TOG,ALK4,1.6991E-03,1,0.1395256
327,TOG,ALK5,7.2271E-04,1,0.0760685
327,TOG,MEOH,4.4044E-04,1,0.0141127
327,TOG,ETOH,8.6906E-06,1,0.0004004
327,TOG,HCHO,5.5669E-04,1,0.0167150
327,TOG,CCHO,9.0881E-05,1,0.0040036
327,TOG,RCHO,1.3332E-05,1,0.0010009
327,TOG,MACR,1.4280E-06,1,0.0001001
327,TOG,ACET,8.7891E-05,1,0.0051046
327,TOG,MEK,1.2493E-05,1,0.0009008
327,TOG,ARO2,3.8981E-04,1,0.0480432
327,TOG,BENZ,5.7790E-04,1,0.0451406
327,TOG,TOLU,5.1600E-04,1,0.0475428
327,TOG,ARO1,1.2081E-04,1,0.0131118
327,TOG,OXYL,1.1502E-04,1,0.0122110
327,TOG,MXYL,3.2903E-04,1,0.0349314
327,TOG,B124,1.1742E-04,1,0.0141127
327,TOG,BALD,2.3311E-05,1,0.0026023
327,TOG,IPRD,1.4280E-06,1,0.0001001
328,TOG,ALK4,1.6644E-03,1,0.1398420
328,TOG,CH4,3.5542E-03,1,0.0570171
328,TOG,ALK1,3.4930E-04,1,0.0105032
328,TOG,ETHE,2.2571E-03,1,0.0633190
328,TOG,ALK2,2.2685E-05,1,0.0010003
328,TOG,PRPE,9.2946E-04,1,0.0391117
328,TOG,ACYE,1.7365E-03,1,0.0452136
328,TOG,OLE1,3.0223E-04,1,0.0162049
328,TOG,ALK3,1.0940E-03,1,0.0926278
328,TOG,OLE2,1.0194E-03,1,0.0638192
328,TOG,BDE13,1.1466E-04,1,0.0062019
328,TOG,ALK5,1.0788E-03,1,0.1167350
328,TOG,ISOP,8.8110E-06,1,0.0006002
328,TOG,MEOH,4.9949E-04,1,0.0160048
328,TOG,HCHO,3.8978E-04,1,0.0117035
328,TOG,CCHO,9.9910E-05,1,0.0044013
328,TOG,RCHO,3.0872E-05,1,0.0020006
328,TOG,ACRO,8.9212E-06,1,0.0005002
328,TOG,MACR,1.5699E-05,1,0.0011003
328,TOG,ACET,8.2671E-05,1,0.0048014
328,TOG,MEK,5.5491E-06,1,0.0004001
328,TOG,ARO2,6.3319E-04,1,0.0784236
328,TOG,BENZ,3.5473E-04,1,0.0277083
328,TOG,TOLU,8.1207E-04,1,0.0748225
328,TOG,ARO1,2.6128E-04,1,0.0288086
328,TOG,OXYL,1.7996E-04,1,0.0191057
328,TOG,MXYL,5.3612E-04,1,0.0569171
328,TOG,B124,1.3649E-04,1,0.0164049
328,TOG,BALD,3.7106E-05,1,0.0041012
328,TOG,IPRD,8.5630E-06,1,0.0006002
330,TOG,ALK4,2.3632E-03,1,0.1827731
330,TOG,ALK1,6.6540E-06,1,0.0002001
330,TOG,ALK2,1.7885E-04,1,0.0080032
330,TOG,PRPE,9.5095E-06,1,0.0004002
330,TOG,ACYE,3.1506E-04,1,0.0082033
330,TOG,OLE1,4.7549E-05,1,0.0034014
330,TOG,ALK3,7.9840E-03,1,0.4737895
330,TOG,OLE2,4.0251E-04,1,0.0295118
330,TOG,ALK5,4.5614E-04,1,0.0472189
330,TOG,ISOP,1.4686E-05,1,0.0010004
330,TOG,MEOH,3.3095E-04,1,0.0106042
330,TOG,ETOH,2.8556E-03,1,0.1315526
330,TOG,BENZ,1.9211E-04,1,0.0150060
330,TOG,TOLU,5.4071E-04,1,0.0498199
330,TOG,ARO1,7.5950E-05,1,0.0082033
330,TOG,OXYL,4.6173E-05,1,0.0049020
330,TOG,MXYL,1.6585E-04,1,0.0176070
330,TOG,ARO2,5.2277E-05,1,0.0063025
330,TOG,B124,1.2485E-05,1,0.0015006
331,TOG,ALK2,4.5337E-06,1,0.0001999
331,TOG,PRPE,4.7510E-06,1,0.0001999
331,TOG,ALK3,8.0746E-04,1,0.0610756
331,TOG,OLE2,3.3432E-04,1,0.0242903
331,TOG,ALK4,2.3571E-03,1,0.1888244
331,TOG,OLE1,1.6628E-05,1,0.0011995
331,TOG,ALK5,6.3180E-04,1,0.0647741
331,TOG,ISOP,2.9350E-06,1,0.0001999
331,TOG,MEOH,5.7402E-04,1,0.0183926
331,TOG,ETOH,7.3709E-03,1,0.3395641
331,TOG,ARO2,3.5025E-04,1,0.0422831
331,TOG,BENZ,3.1609E-04,1,0.0246901
331,TOG,TOLU,1.2064E-03,1,0.1111555
331,TOG,ARO1,2.5620E-04,1,0.0276889
331,TOG,OXYL,1.9019E-04,1,0.0201919
331,TOG,MXYL,6.0165E-04,1,0.0638744
331,TOG,B124,9.4810E-05,1,0.0113954
332,TOG,CH4,2.2663E-02,1,0.3635637
332,TOG,ALK1,1.2051E-03,1,0.0362363
332,TOG,ETHE,1.6200E-03,1,0.0454455
332,TOG,ALK2,6.1291E-05,1,0.0027027
332,TOG,PRPE,5.0906E-04,1,0.0214214
332,TOG,ACYE,1.1149E-04,1,0.0029029
332,TOG,OLE1,3.6040E-05,1,0.0020020
332,TOG,ALK3,5.1442E-04,1,0.0450451
332,TOG,OLE2,2.6036E-04,1,0.0156156
332,TOG,BDE13,2.9610E-05,1,0.0016016
332,TOG,ALK4,1.6949E-03,1,0.1388389
332,TOG,ALK5,6.7797E-04,1,0.0713714
332,TOG,MEOH,2.0619E-04,1,0.0066066
332,TOG,ETOH,6.5186E-05,1,0.0030030
332,TOG,HCHO,4.4006E-04,1,0.0132132
332,TOG,CCHO,1.5679E-04,1,0.0069069
332,TOG,RCHO,9.7198E-06,1,0.0007007
332,TOG,ACRO,1.7855E-06,1,0.0001001
332,TOG,MACR,4.2845E-06,1,0.0003003
332,TOG,ACET,6.2047E-05,1,0.0036036
332,TOG,MEK,1.3882E-05,1,0.0010010
332,TOG,ARO2,3.7918E-04,1,0.0464465
332,TOG,BENZ,5.7667E-04,1,0.0450451
332,TOG,TOLU,5.0301E-04,1,0.0463464
332,TOG,ARO1,1.2958E-04,1,0.0140140
332,TOG,OXYL,1.2635E-04,1,0.0134134
332,TOG,MXYL,3.2718E-04,1,0.0347347
332,TOG,B124,1.1993E-04,1,0.0144144
332,TOG,BALD,2.9476E-05,1,0.0033033
332,TOG,IPRD,1.4282E-06,1,0.0001001
333,TOG,ALK4,1.7991E-03,1,0.1512698
333,TOG,CH4,3.3094E-03,1,0.0530894
333,TOG,ALK1,3.1920E-04,1,0.0095981
333,TOG,ETHE,2.2453E-03,1,0.0629874
333,TOG,ALK2,2.9475E-05,1,0.0012997
333,TOG,PRPE,8.4821E-04,1,0.0356929
333,TOG,ACYE,1.6128E-03,1,0.0419916
333,TOG,OLE1,2.5390E-04,1,0.0140972
333,TOG,ALK3,6.0079E-04,1,0.0525895
333,TOG,OLE2,6.2338E-04,1,0.0412918
333,TOG,BDE13,9.7965E-05,1,0.0052989
333,TOG,ALK5,1.1771E-03,1,0.1271746
333,TOG,ISOP,7.3388E-06,1,0.0004999
333,TOG,MEOH,1.1233E-04,1,0.0035993
333,TOG,ETOH,1.2913E-03,1,0.0594881
333,TOG,HCHO,3.5629E-04,1,0.0106979
333,TOG,CCHO,2.7461E-04,1,0.0120976
333,TOG,RCHO,3.2578E-05,1,0.0020996
333,TOG,ACRO,1.0700E-05,1,0.0005999
333,TOG,MACR,1.2838E-05,1,0.0008998
333,TOG,ACET,5.3365E-05,1,0.0030994
333,TOG,MEK,6.9329E-06,1,0.0004999
333,TOG,ARO2,6.3153E-04,1,0.0781844
333,TOG,BENZ,3.5327E-04,1,0.0275945
333,TOG,TOLU,8.3011E-04,1,0.0764847
333,TOG,ARO1,2.6360E-04,1,0.0289942
333,TOG,OXYL,1.8552E-04,1,0.0196961
333,TOG,MXYL,5.4809E-04,1,0.0581884
333,TOG,B124,1.3642E-04,1,0.0163967
333,TOG,BALD,3.5313E-05,1,0.0038992
333,TOG,IPRD,8.5587E-06,1,0.0005999
400,TOG,ALK4,2.5937E-03,1,0.2122639
400,TOG,CH4,3.1474E-03,1,0.0504899
400,TOG,ALK1,2.4938E-04,1,0.0074985
400,TOG,ETHE,3.6531E-03,1,0.1024795
400,TOG,ALK2,6.8020E-06,1,0.0002999
400,TOG,PRPE,9.1712E-04,1,0.0385923
400,TOG,ACYE,3.1718E-03,1,0.0825835
400,TOG,OLE1,4.6063E-04,1,0.0233355
400,TOG,ALK3,6.0945E-04,1,0.0540154
400,TOG,OLE2,7.2991E-04,1,0.0459050
400,TOG,BDE13,2.0702E-04,1,0.0111978
400,TOG,ALK5,1.0087E-03,1,0.1098787
400,TOG,ISOP,3.8162E-05,1,0.0025995
400,TOG,MEOH,2.3090E-04,1,0.0073985
400,TOG,ETOH,1.0851E-05,1,0.0004999
400,TOG,HCHO,4.1289E-04,1,0.0123975
400,TOG,CCHO,8.6243E-05,1,0.0037992
400,TOG,RCHO,2.9852E-05,1,0.0019996
400,TOG,ACRO,2.3184E-05,1,0.0012997
400,TOG,MACR,1.4265E-05,1,0.0009998
400,TOG,ACET,5.3365E-05,1,0.0030994
400,TOG,MEK,1.1093E-05,1,0.0007998
400,TOG,ARO2,2.3382E-04,1,0.0288945
400,TOG,BENZ,3.8271E-04,1,0.0298940
400,TOG,TOLU,7.6717E-04,1,0.0706859
400,TOG,ARO1,1.5209E-04,1,0.0179389
400,TOG,OXYL,1.4409E-04,1,0.0152969
400,TOG,MXYL,4.2378E-04,1,0.0449910
400,TOG,B124,8.7833E-05,1,0.0105568
400,TOG,BALD,4.5299E-05,1,0.0050990
400,TOG,IPRD,1.2838E-05,1,0.0008998
400,TOG,PRD2,4.3597E-06,1,0.0004978
400,TOG,PACD,2.2941E-06,1,0.0003353
400,TOG,APIN,2.1533E-06,1,0.0002934
400,TOG,TERP,1.8457E-06,1,0.0002514
400,TOG,CRES,5.1611E-07,1,0.0000775
400,TOG,MVK,1.1955E-07,1,0.0000168
400,TOG,NROG,8.3820E-04,1,0.0008382
401,TOG,ALK4,2.5784E-03,1,0.2087000
401,TOG,CH4,3.4784E-03,1,0.0558000
401,TOG,ALK1,5.8865E-04,1,0.0177000
401,TOG,ETHE,3.1868E-03,1,0.0894000
401,TOG,ALK2,2.0410E-05,1,0.0009000
401,TOG,PRPE,1.1644E-03,1,0.0490000
401,TOG,ACYE,8.9872E-04,1,0.0234000
401,TOG,OLE1,4.2771E-04,1,0.0226000
401,TOG,ALK3,5.7888E-04,1,0.0515000
401,TOG,OLE2,1.1041E-03,1,0.0682000
401,TOG,BDE13,1.5345E-04,1,0.0083000
401,TOG,ALK5,8.3845E-04,1,0.0918000
401,TOG,ISOP,2.0553E-05,1,0.0014000
401,TOG,MEOH,2.1846E-04,1,0.0070000
401,TOG,ETOH,2.1707E-06,1,0.0001000
401,TOG,HCHO,1.0391E-03,1,0.0312000
401,TOG,CCHO,1.7025E-04,1,0.0075000
401,TOG,RCHO,4.4596E-05,1,0.0032000
401,TOG,ACRO,3.2107E-05,1,0.0018000
401,TOG,MACR,2.8535E-05,1,0.0020000
401,TOG,ACET,7.9202E-05,1,0.0046000
401,TOG,MEK,8.3211E-06,1,0.0006000
401,TOG,ARO2,3.6884E-04,1,0.0463000
401,TOG,BENZ,4.4039E-04,1,0.0344000
401,TOG,TOLU,7.3694E-04,1,0.0679000
401,TOG,ARO1,1.7151E-04,1,0.0187000
401,TOG,OXYL,1.4600E-04,1,0.0155000
401,TOG,MXYL,4.1916E-04,1,0.0445000
401,TOG,B124,1.0483E-04,1,0.0126000
401,TOG,BALD,1.0742E-04,1,0.0121000
401,TOG,IPRD,1.8548E-05,1,0.0013000
402,TOG,ALK4,2.5098E-03,1,0.2070552
402,TOG,CH4,4.0706E-03,1,0.0653000
402,TOG,ALK1,2.4610E-04,1,0.0074000
402,TOG,ETHE,2.8731E-03,1,0.0806000
402,TOG,ALK2,9.0711E-06,1,0.0004000
402,TOG,PRPE,7.3907E-04,1,0.0311000
402,TOG,ACYE,2.5848E-03,1,0.0673000
402,TOG,OLE1,3.5782E-04,1,0.0193274
402,TOG,ALK3,7.0852E-04,1,0.0634305
402,TOG,OLE2,6.9031E-04,1,0.0442822
402,TOG,BDE13,1.4420E-04,1,0.0078000
402,TOG,ALK5,1.1933E-03,1,0.1308194
402,TOG,ISOP,3.6702E-05,1,0.0025000
402,TOG,MEOH,2.6216E-04,1,0.0084000
402,TOG,ETOH,1.3024E-05,1,0.0006000
402,TOG,HCHO,4.8625E-04,1,0.0146000
402,TOG,CCHO,7.9450E-05,1,0.0035000
402,TOG,RCHO,2.7078E-05,1,0.0019000
402,TOG,ACRO,2.3188E-05,1,0.0013000
402,TOG,MACR,1.4267E-05,1,0.0010000
402,TOG,ACET,4.8210E-05,1,0.0028000
402,TOG,MEK,1.3868E-05,1,0.0010000
402,TOG,ARO2,2.6521E-04,1,0.0328646
402,TOG,BENZ,3.5206E-04,1,0.0275000
402,TOG,TOLU,7.9989E-04,1,0.0737000
402,TOG,ARO1,1.6890E-04,1,0.0200616
402,TOG,OXYL,1.5259E-04,1,0.0162000
402,TOG,MXYL,4.4742E-04,1,0.0475000
402,TOG,B124,9.2091E-05,1,0.0110686
402,TOG,BALD,4.6140E-05,1,0.0052000
402,TOG,IPRD,1.1414E-05,1,0.0008000
402,TOG,PRD2,5.0769E-06,1,0.0005797
402,TOG,PACD,2.6715E-06,1,0.0003904
402,TOG,APIN,2.5076E-06,1,0.0003416
402,TOG,TERP,2.1493E-06,1,0.0002928
402,TOG,CRES,6.0102E-07,1,0.0000903
402,TOG,MVK,1.3921E-07,1,0.0000195
402,TOG,NROG,9.7600E-04,1,0.0009760
403,TOG,ALK4,2.6190E-03,1,0.2119608
403,TOG,CH4,3.2503E-03,1,0.0521417
403,TOG,ALK1,5.1922E-04,1,0.0156125
403,TOG,ETHE,3.4748E-03,1,0.0974780
403,TOG,ALK2,1.3618E-05,1,0.0006005
403,TOG,PRPE,1.1559E-03,1,0.0486389
403,TOG,ACYE,1.5144E-03,1,0.0394315
403,TOG,OLE1,4.4445E-04,1,0.0227847
403,TOG,ALK3,5.7399E-04,1,0.0507490
403,TOG,OLE2,1.0156E-03,1,0.0622829
403,TOG,BDE13,1.7947E-04,1,0.0097078
403,TOG,ALK5,8.3055E-04,1,0.0904654
403,TOG,ISOP,2.4977E-05,1,0.0017014
403,TOG,MEOH,2.2176E-04,1,0.0071057
403,TOG,ETOH,4.3449E-06,1,0.0002002
403,TOG,HCHO,8.9661E-04,1,0.0269215
403,TOG,CCHO,1.5448E-04,1,0.0068054
403,TOG,RCHO,4.3032E-05,1,0.0030024
403,TOG,ACRO,3.0347E-05,1,0.0017014
403,TOG,MACR,2.5702E-05,1,0.0018014
403,TOG,ACET,7.4096E-05,1,0.0043034
403,TOG,MEK,8.3277E-06,1,0.0006005
403,TOG,ARO2,3.0871E-04,1,0.0384523
403,TOG,BENZ,4.3818E-04,1,0.0342274
403,TOG,TOLU,7.4296E-04,1,0.0684547
403,TOG,ARO1,1.6453E-04,1,0.0183390
403,TOG,OXYL,1.4423E-04,1,0.0153122
403,TOG,MXYL,4.1855E-04,1,0.0444355
403,TOG,B124,1.0091E-04,1,0.0121286
403,TOG,BALD,9.5073E-05,1,0.0107086
403,TOG,IPRD,1.7135E-05,1,0.0012010
403,TOG,PRD2,1.4027E-06,1,0.0001602
403,TOG,PACD,7.3813E-07,1,0.0001079
403,TOG,APIN,6.9283E-07,1,0.0000944
403,TOG,TERP,5.9385E-07,1,0.0000809
403,TOG,CRES,1.6606E-07,1,0.0000249
403,TOG,MVK,3.8464E-08,1,0.0000054
403,TOG,NROG,2.6970E-04,1,0.0002697
404,TOG,ALK4,2.6203E-03,1,0.2131690
404,TOG,CH4,3.3422E-03,1,0.0536161
404,TOG,ALK1,4.0586E-04,1,0.0122037
404,TOG,ETHE,3.4944E-03,1,0.0980294
404,TOG,ALK2,6.8054E-06,1,0.0003001
404,TOG,PRPE,1.0412E-03,1,0.0438132
404,TOG,ACYE,2.1860E-03,1,0.0569171
404,TOG,OLE1,4.3244E-04,1,0.0218418
404,TOG,ALK3,6.0375E-04,1,0.0536307
404,TOG,OLE2,8.7133E-04,1,0.0535468
404,TOG,BDE13,1.8678E-04,1,0.0101030
404,TOG,ALK5,9.1800E-04,1,0.0995846
404,TOG,ISOP,3.0839E-05,1,0.0021006
404,TOG,MEOH,2.2789E-04,1,0.0073022
404,TOG,ETOH,6.5141E-06,1,0.0003001
404,TOG,HCHO,7.0294E-04,1,0.0211063
404,TOG,CCHO,1.2489E-04,1,0.0055017
404,TOG,RCHO,3.7632E-05,1,0.0026008
404,TOG,ACRO,2.6764E-05,1,0.0015005
404,TOG,MACR,2.1407E-05,1,0.0015005
404,TOG,ACET,6.5448E-05,1,0.0038011
404,TOG,MEK,9.7108E-06,1,0.0007002
404,TOG,ARO2,2.6053E-04,1,0.0321670
404,TOG,BENZ,4.1491E-04,1,0.0324097
404,TOG,TOLU,7.6430E-04,1,0.0704211
404,TOG,ARO1,1.6200E-04,1,0.0183878
404,TOG,OXYL,1.4699E-04,1,0.0156047
404,TOG,MXYL,4.2776E-04,1,0.0454136
404,TOG,B124,9.6814E-05,1,0.0116363
404,TOG,BALD,7.4666E-05,1,0.0084025
404,TOG,IPRD,1.5699E-05,1,0.0011003
404,TOG,PRD2,2.4302E-06,1,0.0002775
404,TOG,PACD,1.2788E-06,1,0.0001869
404,TOG,APIN,1.2003E-06,1,0.0001635
404,TOG,TERP,1.0288E-06,1,0.0001402
404,TOG,CRES,2.8769E-07,1,0.0000432
404,TOG,MVK,6.6638E-08,1,0.0000093
404,TOG,NROG,4.6720E-04,1,0.0004672
405,TOG,ALK4,2.6956E-03,1,0.2168978
405,TOG,CH4,2.6558E-03,1,0.0426043
405,TOG,ALK1,5.4879E-04,1,0.0165016
405,TOG,ETHE,4.0142E-03,1,0.1126112
405,TOG,ALK2,6.8040E-06,1,0.0003000
405,TOG,PRPE,1.3048E-03,1,0.0549055
405,TOG,ACYE,1.7938E-03,1,0.0467047
405,TOG,OLE1,5.0016E-04,1,0.0246272
405,TOG,ALK3,5.2519E-04,1,0.0453212
405,TOG,OLE2,1.0448E-03,1,0.0631696
405,TOG,BDE13,2.2003E-04,1,0.0119012
405,TOG,ALK5,6.8358E-04,1,0.0737492
405,TOG,ISOP,2.3491E-05,1,0.0016002
405,TOG,MEOH,2.1224E-04,1,0.0068007
405,TOG,ETOH,2.1709E-06,1,0.0001000
405,TOG,HCHO,8.9265E-04,1,0.0268027
405,TOG,CCHO,1.6573E-04,1,0.0073007
405,TOG,RCHO,4.4286E-05,1,0.0030003
405,TOG,ACRO,3.0326E-05,1,0.0017002
405,TOG,MACR,2.7111E-05,1,0.0019002
405,TOG,ACET,7.9210E-05,1,0.0046005
405,TOG,MEK,6.9349E-06,1,0.0005000
405,TOG,ARO2,2.6120E-04,1,0.0322391
405,TOG,BENZ,4.6604E-04,1,0.0364036
405,TOG,TOLU,7.2182E-04,1,0.0665066
405,TOG,ARO1,1.5476E-04,1,0.0176366
405,TOG,OXYL,1.3942E-04,1,0.0148015
405,TOG,MXYL,4.0413E-04,1,0.0429043
405,TOG,B124,9.9330E-05,1,0.0119386
405,TOG,BALD,9.9498E-05,1,0.0112011
405,TOG,IPRD,1.8549E-05,1,0.0013001
405,TOG,PRD2,2.7723E-06,1,0.0003166
405,TOG,PACD,1.4588E-06,1,0.0002132
405,TOG,APIN,1.3693E-06,1,0.0001865
405,TOG,TERP,1.1737E-06,1,0.0001599
405,TOG,CRES,3.2820E-07,1,0.0000493
405,TOG,MVK,7.6020E-08,1,0.0000107
405,TOG,NROG,5.3300E-04,1,0.0005330
410,TOG,ALK4,2.3410E-03,1,0.1961745
410,TOG,CH4,4.6085E-03,1,0.0739296
410,TOG,ALK1,2.8945E-04,1,0.0087035
410,TOG,ETHE,1.7189E-03,1,0.0482193
410,TOG,ALK2,3.4030E-05,1,0.0015006
410,TOG,PRPE,8.4397E-04,1,0.0355142
410,TOG,ACYE,1.7636E-03,1,0.0459184
410,TOG,OLE1,2.4488E-04,1,0.0177047
410,TOG,ALK3,4.8839E-04,1,0.0414176
410,TOG,OLE2,6.6530E-04,1,0.0456158
410,TOG,BDE13,1.0912E-04,1,0.0059024
410,TOG,ALK5,1.3037E-03,1,0.1468757
410,TOG,HCHO,1.2661E-04,1,0.0038015
410,TOG,CCHO,1.0446E-04,1,0.0046018
410,TOG,RCHO,2.3822E-05,1,0.0016006
410,TOG,ACRO,3.0335E-05,1,0.0017007
410,TOG,MACR,1.2846E-05,1,0.0009004
410,TOG,ACET,3.2727E-05,1,0.0019008
410,TOG,MEK,8.3244E-06,1,0.0006002
410,TOG,ARO2,6.0227E-04,1,0.0767890
410,TOG,BENZ,3.5348E-04,1,0.0276111
410,TOG,TOLU,7.4592E-04,1,0.0687275
410,TOG,ARO1,2.1484E-04,1,0.0292041
410,TOG,OXYL,1.9694E-04,1,0.0209084
410,TOG,B124,1.7086E-04,1,0.0205354
410,TOG,BALD,5.6590E-05,1,0.0064026
410,TOG,ISOP,1.4687E-06,1,0.0001000
410,TOG,IPRD,1.2846E-05,1,0.0009004
410,TOG,MXYL,2.6997E-04,1,0.0286615
410,TOG,PXYL,2.6997E-04,1,0.0286615
410,TOG,PRD2,1.6826E-05,1,0.0019213
410,TOG,PACD,8.8540E-06,1,0.0012939
410,TOG,APIN,8.3106E-06,1,0.0011322
410,TOG,TERP,7.1234E-06,1,0.0009704
410,TOG,CRES,1.9919E-06,1,0.0002992
410,TOG,MVK,4.6138E-07,1,0.0000647
410,TOG,NROG,3.2348E-03,1,0.0032348
411,TOG,ALK4,1.7550E-03,1,0.1453422
411,TOG,CH4,5.5967E-03,1,0.0897820
411,TOG,ALK1,5.7855E-04,1,0.0173965
411,TOG,ETHE,3.6673E-03,1,0.1028794
411,TOG,ALK2,2.7208E-05,1,0.0011998
411,TOG,PRPE,1.1547E-03,1,0.0485903
411,TOG,ACYE,9.7150E-04,1,0.0252949
411,TOG,OLE1,2.5609E-04,1,0.0172423
411,TOG,ALK3,4.5426E-04,1,0.0369626
411,TOG,OLE2,7.4171E-04,1,0.0489966
411,TOG,BDE13,1.7005E-04,1,0.0091982
411,TOG,ALK5,9.2609E-04,1,0.1047937
411,TOG,HCHO,3.3298E-04,1,0.0099980
411,TOG,CCHO,1.2936E-04,1,0.0056989
411,TOG,RCHO,1.8590E-05,1,0.0012997
411,TOG,ACRO,1.9617E-05,1,0.0010998
411,TOG,MACR,1.1412E-05,1,0.0007998
411,TOG,ACET,4.3036E-05,1,0.0024995
411,TOG,MEK,8.3194E-06,1,0.0005999
411,TOG,ARO2,6.0333E-04,1,0.0770569
411,TOG,BENZ,5.4142E-04,1,0.0422915
411,TOG,TOLU,8.2685E-04,1,0.0761847
411,TOG,ARO1,1.9605E-04,1,0.0254841
411,TOG,OXYL,1.9023E-04,1,0.0201960
411,TOG,B124,1.7849E-04,1,0.0214531
411,TOG,BALD,3.1434E-05,1,0.0034993
411,TOG,ISOP,8.8066E-06,1,0.0005999
411,TOG,IPRD,1.1412E-05,1,0.0007998
411,TOG,MXYL,2.6651E-04,1,0.0282943
411,TOG,PXYL,2.6651E-04,1,0.0282943
411,TOG,PRD2,1.1647E-05,1,0.0013299
411,TOG,PACD,6.1285E-06,1,0.0008956
411,TOG,APIN,5.7524E-06,1,0.0007837
411,TOG,TERP,4.9306E-06,1,0.0006717
411,TOG,CRES,1.3788E-06,1,0.0002071
411,TOG,MVK,3.1936E-07,1,0.0000448
411,TOG,NROG,2.2391E-03,1,0.0022391
412,TOG,ALK4,1.9369E-03,1,0.1637474
412,TOG,CH4,5.8199E-03,1,0.0933627
412,TOG,ALK1,3.1914E-04,1,0.0095962
412,TOG,ETHE,2.3553E-03,1,0.0660736
412,TOG,ALK2,3.6270E-05,1,0.0015994
412,TOG,PRPE,9.3356E-04,1,0.0392843
412,TOG,ACYE,8.2926E-04,1,0.0215914
412,TOG,OLE1,2.3164E-04,1,0.0166977
412,TOG,ALK3,3.8908E-04,1,0.0338808
412,TOG,OLE2,6.6740E-04,1,0.0459726
412,TOG,BDE13,2.3100E-04,1,0.0124950
412,TOG,ALK5,1.1504E-03,1,0.1299205
412,TOG,HCHO,1.3649E-04,1,0.0040984
412,TOG,CCHO,9.9840E-05,1,0.0043982
412,TOG,RCHO,1.4200E-05,1,0.0009996
412,TOG,ACRO,2.3179E-05,1,0.0012995
412,TOG,MACR,8.5570E-06,1,0.0005998
