0,CO,CO
0,NH3,NH3
40400115,2204,PM
40400115,691,TOG
40400116,2204,PM
40400116,691,TOG
40400117,2204,PM
40400117,691,TOG
40400118,2204,PM
40400118,691,TOG
40400121,2204,PM
40400121,760,TOG
40400122,2204,PM
40400122,760,TOG
40400123,90015,PM
40400123,1413,TOG
40400124,90015,PM
40400124,1413,TOG
40400131,2204,PM
40400131,691,TOG
40400140,2204,PM
40400140,760,TOG
40400141,2204,PM
40400141,695,TOG
40400142,2204,PM
40400142,695,TOG
40400148,2204,PM
40400148,691,TOG
40400149,2204,PM
40400149,600,TOG
40400150,2204,PM
40400150,691,TOG
40400151,2204,PM
40400151,297,TOG
40400152,2204,PM
40400152,297,TOG
40400153,2204,PM
40400153,297,TOG
40400154,2204,PM
40400154,297,TOG
40400160,2204,PM
40400160,691,TOG
40400170,2204,PM
40400170,691,TOG
40400172,2204,PM
40400172,695,TOG
40400178,2204,PM
40400178,691,TOG
40400179,2204,PM
40400179,691,TOG
40400199,2204,PM
40400199,297,TOG
40400201,2204,PM
40400201,695,TOG
40400202,2204,PM
40400202,695,TOG
40400203,2204,PM
40400203,691,TOG
40400204,2204,PM
40400204,695,TOG
40400205,2204,PM
40400205,695,TOG
40400206,2204,PM
40400206,691,TOG
40400208,2204,PM
40400208,695,TOG
40400210,2204,PM
40400210,691,TOG
40400212,2204,PM
40400212,695,TOG
40400230,2204,PM
40400230,1412,TOG
40400233,2204,PM
40400233,691,TOG
40400248,2204,PM
40400248,691,TOG
40400249,2204,PM
40400249,600,TOG
40400250,2204,PM
40400250,297,TOG
40400251,2204,PM
40400251,297,TOG
40400252,2204,PM
40400252,297,TOG
40400254,2204,PM
40400254,297,TOG
40400255,2204,PM
40400255,100,TOG
40400262,2204,PM
40400262,695,TOG
40400263,2204,PM
40400263,691,TOG
40400278,2204,PM
40400278,691,TOG
40400279,2204,PM
40400279,691,TOG
40400301,2204,PM
40400301,297,TOG
40400302,2204,PM
40400302,297,TOG
40400303,2204,PM
40400303,297,TOG
40400304,2204,PM
40400304,297,TOG
40400305,2204,PM
40400305,297,TOG
40400306,2204,PM
40400306,297,TOG
40400307,2204,PM
40400307,297,TOG
40400315,2204,PM
40400315,297,TOG
40400316,2204,PM
40400316,297,TOG
40400325,2204,PM
40400325,297,TOG
40400335,2204,PM
40400335,297,TOG
40400401,2204,PM
40400401,695,TOG
40400402,2204,PM
40400402,695,TOG
40400403,2204,PM
40400403,695,TOG
40400404,2204,PM
40400404,695,TOG
40400405,2204,PM
40400405,691,TOG
40400406,2204,PM
40400406,691,TOG
40400407,2204,PM
40400407,297,TOG
40400408,2204,PM
40400408,297,TOG
40400409,2204,PM
40400409,563,TOG
40400410,2204,PM
40400410,563,TOG
40400411,2204,PM
40400411,100,TOG
40400412,2204,PM
40400412,100,TOG
40400413,2204,PM
40400413,760,TOG
40400414,2204,PM
40400414,760,TOG
40400497,2204,PM
40400497,297,TOG
40400498,2204,PM
40400498,297,TOG
40400815,900,PM
40400815,600,TOG
40401111,900,PM
40401111,600,TOG
40500101,2204,PM
40500101,517,TOG
40500199,2204,PM
40500199,517,TOG
40500201,2204,PM
40500201,517,TOG
40500202,2204,PM
40500202,100,TOG
40500203,2204,PM
40500203,802,TOG
40500204,2204,PM
40500204,517,TOG
40500211,2204,PM
40500211,517,TOG
40500212,2204,PM
40500212,517,TOG
40500215,2204,PM
40500215,517,TOG
40500299,2204,PM
40500299,517,TOG
40500301,2204,PM
40500301,304,TOG
40500302,2204,PM
40500302,600,TOG
40500303,2204,PM
40500303,290,TOG
40500304,2204,PM
40500304,226,TOG
40500305,2204,PM
40500305,227,TOG
40500306,2204,PM
40500306,781,TOG
40500307,2204,PM
40500307,802,TOG
40500311,2203,PM
40500311,304,TOG
40500312,2204,PM
40500312,304,TOG
40500314,2204,PM
40500314,227,TOG
40500315,2204,PM
40500315,304,TOG
40500318,2204,PM
40500318,304,TOG
40500399,2204,PM
40500399,304,TOG
40500401,2204,PM
40500401,304,TOG
40500402,2204,PM
40500402,802,TOG
40500411,2204,PM
40500411,304,TOG
40500412,2204,PM
40500412,304,TOG
40500413,2204,PM
40500413,227,TOG
40500414,2204,PM
40500414,304,TOG
40500415,2204,PM
40500415,304,TOG
40500417,2204,PM
40500417,304,TOG
40500421,2204,PM
40500421,304,TOG
40500422,2204,PM
40500422,304,TOG
40500431,2204,PM
40500431,304,TOG
40500432,2204,PM
40500432,304,TOG
40500433,2204,PM
40500433,304,TOG
40500499,2204,PM
40500499,304,TOG
40500501,2204,PM
40500501,182,TOG
40500503,2204,PM
40500503,220,TOG
40500504,2204,PM
40500504,226,TOG
40500506,2204,PM
40500506,221,TOG
40500507,2204,PM
40500507,778,TOG
40500509,2204,PM
40500509,781,TOG
40500510,2204,PM
40500510,90,TOG
40500511,2204,PM
40500511,182,TOG
40500512,2204,PM
40500512,182,TOG
40500513,2203,PM
40500513,182,TOG
40500514,2204,PM
40500514,182,TOG
40500597,2204,PM
40500597,182,TOG
40500598,2204,PM
40500598,517,TOG
40500599,2204,PM
40500599,182,TOG
40500601,2204,PM
40500601,517,TOG
40500701,2204,PM
40500701,517,TOG
40500801,2204,PM
40500801,517,TOG
40500802,2204,PM
40500802,517,TOG
40500804,2204,PM
40500804,517,TOG
40500811,2204,PM
40500811,517,TOG
40500812,2204,PM
40500812,72,TOG
40588801,2204,PM
40588801,517,TOG
40588802,2204,PM
40588802,517,TOG
40588803,2204,PM
40588803,517,TOG
40600101,2204,PM
40600101,691,TOG
40600102,2204,PM
40600102,297,TOG
40600103,2204,PM
40600103,100,TOG
40600104,2204,PM
40600104,100,TOG
40600105,2204,PM
40600105,760,TOG
40600108,2204,PM
40600108,297,TOG
40600126,2204,PM
40600126,691,TOG
40600127,2204,PM
40600127,297,TOG
40600128,2204,PM
40600128,100,TOG
40600129,2204,PM
40600129,100,TOG
40600130,2204,PM
40600130,760,TOG
40600131,2204,PM
40600131,691,TOG
40600132,2204,PM
40600132,297,TOG
40600133,2204,PM
40600133,100,TOG
40600134,2204,PM
40600134,100,TOG
40600135,2204,PM
40600135,760,TOG
40600136,2204,PM
40600136,691,TOG
40600137,2204,PM
40600137,297,TOG
40600138,2204,PM
40600138,100,TOG
40600139,2204,PM
40600139,100,TOG
40600140,2204,PM
40600140,760,TOG
40600141,2204,PM
40600141,691,TOG
40600142,2204,PM
40600142,297,TOG
40600143,2204,PM
40600143,100,TOG
40600144,2204,PM
40600144,691,TOG
40600145,2204,PM
40600145,297,TOG
40600146,2204,PM
40600146,600,TOG
40600147,2204,PM
40600147,691,TOG
40600148,2204,PM
40600148,297,TOG
40600149,2204,PM
40600149,100,TOG
40600151,2204,PM
40600151,691,TOG
40600152,2204,PM
40600152,297,TOG
40600153,2204,PM
40600153,600,TOG
40600154,2204,PM
40600154,100,TOG
40600155,2204,PM
40600155,760,TOG
40600160,2204,PM
40600160,100,TOG
40600161,2204,PM
40600161,760,TOG
40600162,2204,PM
40600162,691,TOG
40600163,2204,PM
40600163,691,TOG
40600164,2204,PM
40600164,297,TOG
40600165,2204,PM
40600165,600,TOG
40600166,2204,PM
40600166,600,TOG
40600167,2204,PM
40600167,600,TOG
40600168,2204,PM
40600168,600,TOG
40600169,2204,PM
40600169,600,TOG
40600170,2204,PM
40600170,600,TOG
40600171,2204,PM
40600171,600,TOG
40600172,2204,PM
40600172,600,TOG
40600173,2204,PM
40600173,600,TOG
40600197,2204,PM
40600197,297,TOG
40600198,2204,PM
40600198,297,TOG
40600199,2204,PM
40600199,297,TOG
40600201,2204,PM
40600201,691,TOG
40600202,2204,PM
40600202,297,TOG
40600203,2204,PM
40600203,100,TOG
40600204,2204,PM
40600204,100,TOG
40600205,2204,PM
40600205,760,TOG
40600211,2204,PM
40600211,708,TOG
40600215,2204,PM
40600215,600,TOG
40600216,2204,PM
40600216,600,TOG
40600226,2204,PM
40600226,691,TOG
40600227,2204,PM
40600227,297,TOG
40600228,2204,PM
40600228,600,TOG
40600229,2204,PM
40600229,100,TOG
40600230,2204,PM
40600230,600,TOG
40600231,2204,PM
40600231,691,TOG
40600232,2204,PM
40600232,691,TOG
40600233,2204,PM
40600233,600,TOG
40600234,2204,PM
40600234,691,TOG
40600235,2204,PM
40600235,600,TOG
40600236,2204,PM
40600236,691,TOG
40600237,2204,PM
40600237,600,TOG
40600238,2204,PM
40600238,691,TOG
40600239,2204,PM
40600239,691,TOG
40600240,2204,PM
40600240,691,TOG
40600241,2204,PM
40600241,691,TOG
40600242,2204,PM
40600242,691,TOG
40600243,2204,PM
40600243,297,TOG
40600244,2204,PM
40600244,100,TOG
40600245,2204,PM
40600245,100,TOG
40600246,2204,PM
40600246,760,TOG
40600248,2204,PM
40600248,297,TOG
40600249,2204,PM
40600249,100,TOG
40600250,2204,PM
40600250,100,TOG
40600251,2204,PM
40600251,760,TOG
40600253,2204,PM
40600253,600,TOG
40600254,2204,PM
40600254,297,TOG
40600255,2204,PM
40600255,100,TOG
40600256,2204,PM
40600256,100,TOG
40600257,2204,PM
40600257,760,TOG
40600259,2204,PM
40600259,297,TOG
40600260,2204,PM
40600260,600,TOG
40600261,2204,PM
40600261,600,TOG
40600298,2204,PM
40600298,297,TOG
40600299,2204,PM
40600299,297,TOG
40600301,2204,PM
40600301,691,TOG
40600302,2204,PM
40600302,691,TOG
40600303,2204,PM
40600303,691,TOG
40600304,2204,PM
40600304,691,TOG
40600305,2204,PM
40600305,691,TOG
40600306,2204,PM
40600306,691,TOG
40600307,2204,PM
40600307,691,TOG
40600308,900,PM
40600308,600,TOG
40600399,2204,PM
40600399,691,TOG
40600400,900,PM
40600400,600,TOG
40600401,2204,PM
40600401,691,TOG
40600402,2204,PM
40600402,692,TOG
40600403,2204,PM
40600403,691,TOG
40600404,900,PM
40600404,600,TOG
40600499,2204,PM
40600499,691,TOG
40600501,2204,PM
40600501,600,TOG
40600502,2204,PM
40600502,600,TOG
40600503,2204,PM
40600503,600,TOG
40600504,2204,PM
40600504,600,TOG
40600600,900,PM
40600600,600,TOG
40600601,2204,PM
40600601,691,TOG
40600602,2204,PM
40600602,692,TOG
40600603,2204,PM
40600603,691,TOG
40600630,2204,PM
40600630,600,TOG
40600651,2204,PM
40600651,760,TOG
40600701,2204,PM
40600701,600,TOG
40600702,2204,PM
40600702,600,TOG
40600706,2204,PM
40600706,600,TOG
40600707,2204,PM
40600707,691,TOG
40600801,2204,PM
40600801,600,TOG
40600802,2204,PM
40600802,600,TOG
40688801,2204,PM
40688801,297,TOG
40688802,2204,PM
40688802,297,TOG
40688803,2204,PM
40688803,600,TOG
40688804,2204,PM
40688804,600,TOG
40688805,2204,PM
40688805,600,TOG
40700401,2204,PM
40700401,600,TOG
40700402,2204,PM
40700402,600,TOG
40700403,2204,PM
40700403,600,TOG
40700404,2204,PM
40700404,600,TOG
40700405,2204,PM
40700405,600,TOG
40700406,2204,PM
40700406,600,TOG
40700497,2204,PM
40700497,600,TOG
40700498,2204,PM
40700498,600,TOG
40700801,2204,PM
40700801,289,TOG
40700802,2204,PM
40700802,289,TOG
40700803,2204,PM
40700803,600,TOG
40700804,2204,PM
40700804,600,TOG
40700805,2204,PM
40700805,600,TOG
40700806,2204,PM
40700806,600,TOG
40700807,2204,PM
40700807,600,TOG
40700808,2204,PM
40700808,600,TOG
40700809,2204,PM
40700809,226,TOG
40700810,2204,PM
40700810,226,TOG
40700811,2204,PM
40700811,600,TOG
40700812,2204,PM
40700812,600,TOG
40700813,2204,PM
40700813,227,TOG
40700814,2204,PM
40700814,227,TOG
40700815,2204,PM
40700815,786,TOG
40700816,2204,PM
40700816,786,TOG
40700817,2204,PM
40700817,781,TOG
40700818,2204,PM
40700818,781,TOG
40700819,2204,PM
40700819,600,TOG
40700820,2204,PM
40700820,600,TOG
40700897,2204,PM
40700897,1429,TOG
40700898,2204,PM
40700898,1429,TOG
40701601,2204,PM
40701601,600,TOG
40701602,2204,PM
40701602,600,TOG
40701603,2204,PM
40701603,600,TOG
40701604,2204,PM
40701604,600,TOG
40701605,2204,PM
40701605,301,TOG
40701606,2204,PM
40701606,301,TOG
40701607,2204,PM
40701607,940,TOG
40701608,2204,PM
40701608,940,TOG
40701609,2204,PM
40701609,600,TOG
40701610,2204,PM
40701610,600,TOG
40701611,2204,PM
40701611,802,TOG
40701612,2204,PM
40701612,802,TOG
40701613,2204,PM
40701613,760,TOG
40701614,2204,PM
40701614,760,TOG
40701615,2204,PM
40701615,1447,TOG
40701616,2204,PM
40701616,230,TOG
40701697,2204,PM
40701697,1430,TOG
40701698,2204,PM
40701698,1430,TOG
40702001,2204,PM
40702001,600,TOG
40702002,2204,PM
40702002,600,TOG
40702003,2204,PM
40702003,600,TOG
40702004,2204,PM
40702004,600,TOG
40702097,2204,PM
40702097,600,TOG
40702098,2204,PM
40702098,600,TOG
40702801,2204,PM
40702801,600,TOG
40702802,2204,PM
40702802,789,TOG
40703201,2204,PM
40703201,941,TOG
40703202,2204,PM
40703202,600,TOG
40703203,2204,PM
40703203,600,TOG
40703204,2204,PM
40703204,600,TOG
40703205,2204,PM
40703205,600,TOG
40703206,2204,PM
40703206,600,TOG
40703207,2204,PM
40703207,600,TOG
40703208,2204,PM
40703208,600,TOG
40703209,2204,PM
40703209,600,TOG
40703210,2204,PM
40703210,600,TOG
40703211,2204,PM
40703211,600,TOG
40703212,2204,PM
40703212,600,TOG
40703297,2204,PM
40703297,1432,TOG
40703298,2204,PM
40703298,600,TOG
40703601,2204,PM
40703601,298,TOG
40703602,2204,PM
40703602,298,TOG
40703603,2204,PM
40703603,600,TOG
40703604,2204,PM
40703604,600,TOG
40703605,2204,PM
40703605,600,TOG
40703606,2204,PM
40703606,600,TOG
40703607,2204,PM
40703607,600,TOG
40703608,2204,PM
40703608,600,TOG
40703609,2204,PM
40703609,600,TOG
40703610,2204,PM
40703610,600,TOG
40703611,2204,PM
40703611,600,TOG
40703612,2204,PM
40703612,600,TOG
40703613,2204,PM
40703613,753,TOG
40703614,2204,PM
40703614,753,TOG
40703615,2204,PM
40703615,90,TOG
40703616,2204,PM
40703616,90,TOG
40703617,2204,PM
40703617,223,TOG
40703618,2204,PM
40703618,223,TOG
40703619,2204,PM
40703619,600,TOG
40703620,2204,PM
40703620,600,TOG
40703621,2204,PM
40703621,600,TOG
40703622,2204,PM
40703622,600,TOG
40703623,2204,PM
40703623,223,TOG
40703624,2204,PM
40703624,223,TOG
40703625,2204,PM
40703625,600,TOG
40703626,2204,PM
40703626,600,TOG
40703697,2204,PM
40703697,223,TOG
40703698,2204,PM
40703698,600,TOG
40704001,2204,PM
40704001,943,TOG
40704002,2204,PM
40704002,943,TOG
40704003,2204,PM
40704003,600,TOG
40704004,2204,PM
40704004,600,TOG
40704005,2204,PM
40704005,942,TOG
40704006,2204,PM
40704006,600,TOG
40704007,2204,PM
40704007,600,TOG
40704008,2204,PM
40704008,600,TOG
40704009,2204,PM
40704009,600,TOG
40704010,2204,PM
40704010,600,TOG
40704011,2204,PM
40704011,600,TOG
40704012,2204,PM
40704012,600,TOG
40704097,2204,PM
40704097,600,TOG
40704098,2204,PM
40704098,600,TOG
40704099,2204,PM
40704099,600,TOG
40704401,2204,PM
40704401,774,TOG
40704402,2204,PM
40704402,774,TOG
40704403,2204,PM
40704403,600,TOG
40704404,2204,PM
40704404,600,TOG
40704405,2204,PM
40704405,220,TOG
40704406,2204,PM
40704406,220,TOG
40704407,2204,PM
40704407,600,TOG
40704408,2204,PM
40704408,600,TOG
40704409,2204,PM
40704409,600,TOG
40704410,2204,PM
40704410,600,TOG
40704411,2204,PM
40704411,228,TOG
40704412,2204,PM
40704412,228,TOG
40704413,2204,PM
40704413,782,TOG
40704414,2204,PM
40704414,782,TOG
40704415,2204,PM
40704415,557,TOG
40704416,2204,PM
40704416,557,TOG
40704417,2204,PM
40704417,555,TOG
40704418,2204,PM
40704418,555,TOG
40704419,2204,PM
40704419,556,TOG
40704420,2204,PM
40704420,556,TOG
40704421,2204,PM
40704421,600,TOG
40704422,2204,PM
40704422,600,TOG
40704423,2204,PM
40704423,600,TOG
40704424,2204,PM
40704424,600,TOG
40704425,2204,PM
40704425,600,TOG
40704426,2204,PM
40704426,600,TOG
40704497,2204,PM
40704497,600,TOG
40704498,2204,PM
40704498,600,TOG
40704801,2204,PM
40704801,600,TOG
40704802,2204,PM
40704802,600,TOG
40704805,2204,PM
40704805,600,TOG
40704806,2204,PM
40704806,600,TOG
40704897,2204,PM
40704897,600,TOG
40704898,2204,PM
40704898,1443,TOG
40705201,2204,PM
40705201,600,TOG
40705202,2204,PM
40705202,945,TOG
40705203,2204,PM
40705203,600,TOG
40705204,2204,PM
40705204,600,TOG
40705205,2204,PM
40705205,600,TOG
40705206,2204,PM
40705206,600,TOG
40705207,2204,PM
40705207,290,TOG
40705208,2204,PM
40705208,290,TOG
40705209,2204,PM
40705209,600,TOG
40705210,2204,PM
40705210,600,TOG
40705211,2204,PM
40705211,600,TOG
40705212,2204,PM
40705212,600,TOG
40705213,2204,PM
40705213,600,TOG
40705214,2204,PM
40705214,600,TOG
40705215,2204,PM
40705215,600,TOG
40705216,2204,PM
40705216,600,TOG
40705217,2204,PM
40705217,600,TOG
40705218,2204,PM
40705218,600,TOG
40705297,2204,PM
40705297,1436,TOG
40705298,2204,PM
40705298,1436,TOG
40705601,2204,PM
40705601,600,TOG
40705602,2204,PM
40705602,600,TOG
40705603,2204,PM
40705603,946,TOG
40705604,2204,PM
40705604,946,TOG
40705605,2204,PM
40705605,600,TOG
40705606,2204,PM
40705606,600,TOG
40705607,2204,PM
40705607,600,TOG
40705608,2204,PM
40705608,600,TOG
40705609,2204,PM
40705609,600,TOG
40705610,2204,PM
40705610,752,TOG
40705697,2204,PM
40705697,795,TOG
40705698,2204,PM
40705698,795,TOG
40706001,2204,PM
40706001,600,TOG
40706002,2204,PM
40706002,600,TOG
40706003,2204,PM
40706003,600,TOG
40706004,2204,PM
40706004,600,TOG
40706005,2204,PM
40706005,771,TOG
40706006,2204,PM
40706006,771,TOG
40706007,2204,PM
40706007,600,TOG
40706008,2204,PM
40706008,600,TOG
40706009,2204,PM
40706009,600,TOG
40706010,2204,PM
40706010,600,TOG
40706011,2204,PM
40706011,600,TOG
40706012,2204,PM
40706012,600,TOG
40706013,2204,PM
40706013,600,TOG
40706014,2204,PM
40706014,600,TOG
40706015,2204,PM
40706015,554,TOG
40706016,2204,PM
40706016,554,TOG
40706017,2204,PM
40706017,553,TOG
40706018,2204,PM
40706018,553,TOG
40706019,2204,PM
40706019,524,TOG
40706020,2204,PM
40706020,524,TOG
40706021,2204,PM
40706021,85,TOG
40706022,2204,PM
40706022,85,TOG
40706023,2204,PM
40706023,271,TOG
40706024,2204,PM
40706024,271,TOG
40706027,2204,PM
40706027,600,TOG
40706028,2204,PM
40706028,600,TOG
40706029,2204,PM
40706029,600,TOG
40706030,2204,PM
40706030,600,TOG
40706031,2204,PM
40706031,600,TOG
40706032,2204,PM
40706032,600,TOG
40706033,2204,PM
40706033,600,TOG
40706034,2204,PM
40706034,600,TOG
40706035,2204,PM
40706035,600,TOG
40706036,2204,PM
40706036,600,TOG
40706097,2204,PM
40706097,1447,TOG
40706098,2204,PM
40706098,600,TOG
40706401,2204,PM
40706401,600,TOG
40706402,2204,PM
40706402,600,TOG
40706403,2204,PM
40706403,600,TOG
40706404,2204,PM
40706404,600,TOG
40706497,2204,PM
40706497,600,TOG
40706498,2204,PM
40706498,600,TOG
40706801,2204,PM
40706801,600,TOG
40706802,2204,PM
40706802,600,TOG
40706803,2204,PM
40706803,221,TOG
40706804,2204,PM
40706804,600,TOG
40706805,2204,PM
40706805,221,TOG
40706806,2204,PM
40706806,221,TOG
40706807,2204,PM
40706807,778,TOG
40706808,2204,PM
40706808,778,TOG
40706813,2204,PM
40706813,600,TOG
40706814,2204,PM
40706814,777,TOG
40706897,2204,PM
40706897,600,TOG
40706898,2204,PM
40706898,1440,TOG
40707203,2204,PM
40707203,600,TOG
40707204,2204,PM
40707204,600,TOG
40707601,2204,PM
40707601,558,TOG
40707602,2204,PM
40707602,558,TOG
40707603,2204,PM
40707603,1447,TOG
40707604,2204,PM
40707604,600,TOG
40707697,2204,PM
40707697,600,TOG
40707698,2204,PM
40707698,600,TOG
40708001,2204,PM
40708001,600,TOG
40708002,2204,PM
40708002,600,TOG
40708097,2204,PM
40708097,1447,TOG
40708098,2204,PM
40708098,600,TOG
40708401,2204,PM
40708401,600,TOG
40708402,2204,PM
40708402,600,TOG
40708403,2204,PM
40708403,552,TOG
40708404,2204,PM
40708404,552,TOG
40708405,2204,PM
40708405,600,TOG
40708406,2204,PM
40708406,600,TOG
40708497,2204,PM
40708497,552,TOG
40708498,2204,PM
40708498,552,TOG
40714601,2204,PM
40714601,1447,TOG
40714602,2204,PM
40714602,600,TOG
40714603,2204,PM
40714603,600,TOG
40714604,2204,PM
40714604,600,TOG
40714605,2204,PM
40714605,759,TOG
40714606,2204,PM
40714606,600,TOG
40714697,2204,PM
40714697,1447,TOG
40714698,2204,PM
40714698,1447,TOG
40715401,2204,PM
40715401,600,TOG
40715402,2204,PM
40715402,600,TOG
40715403,2204,PM
40715403,600,TOG
40715404,2204,PM
40715404,600,TOG
40715405,2204,PM
40715405,600,TOG
40715406,2204,PM
40715406,600,TOG
40715801,2204,PM
40715801,786,TOG
40715802,2204,PM
40715802,600,TOG
40715809,2204,PM
40715809,226,TOG
40715810,2204,PM
40715810,226,TOG
40715811,2204,PM
40715811,600,TOG
40715812,2204,PM
40715812,600,TOG
40715817,2204,PM
40715817,600,TOG
40715818,2204,PM
40715818,600,TOG
40715819,2204,PM
40715819,600,TOG
40715820,2204,PM
40715820,600,TOG
40717201,2204,PM
40717201,600,TOG
40717202,2204,PM
40717202,600,TOG
40717203,2204,PM
40717203,600,TOG
40717204,2204,PM
40717204,600,TOG
40717205,2204,PM
40717205,600,TOG
40717206,2204,PM
40717206,600,TOG
40717207,2204,PM
40717207,600,TOG
40717208,2204,PM
40717208,600,TOG
40717209,2204,PM
